"Site","WS","gseason","WD","n"
"CPF PGTIS 3","(-Inf,3]","Summer","90",5283
"CPF PGTIS 3","(-Inf,3]","Summer","120",6528
"CPF PGTIS 3","(-Inf,3]","Summer","150",3548
"CPF PGTIS 3","(-Inf,3]","Summer","180",4324
"CPF PGTIS 3","(-Inf,3]","Summer","210",7471
"CPF PGTIS 3","(-Inf,3]","Summer","240",6491
"CPF PGTIS 3","(-Inf,3]","Summer","270",4641
"CPF PGTIS 3","(-Inf,3]","Summer","300",2586
"CPF PGTIS 3","(-Inf,3]","Summer","330",1850
"CPF PGTIS 3","(-Inf,3]","Winter","0",1931
"CPF PGTIS 3","(-Inf,3]","Winter","30",1533
"CPF PGTIS 3","(-Inf,3]","Winter","60",1918
"CPF PGTIS 3","(-Inf,3]","Winter","90",6043
"CPF PGTIS 3","(-Inf,3]","Winter","120",11575
"CPF PGTIS 3","(-Inf,3]","Winter","150",4691
"CPF PGTIS 3","(-Inf,3]","Winter","180",4047
"CPF PGTIS 3","(-Inf,3]","Winter","210",5103
"CPF PGTIS 3","(-Inf,3]","Winter","240",5798
"CPF PGTIS 3","(-Inf,3]","Winter","270",8620
"CPF PGTIS 3","(-Inf,3]","Winter","300",5715
"CPF PGTIS 3","(-Inf,3]","Winter","330",2707
"CrystalLk","(9, Inf]","Summer","0",46
"CrystalLk","(9, Inf]","Summer","30",127
"CrystalLk","(9, Inf]","Summer","60",403
"CrystalLk","(9, Inf]","Summer","90",89
"CrystalLk","(9, Inf]","Summer","120",92
"CrystalLk","(9, Inf]","Summer","150",135
"CrystalLk","(9, Inf]","Summer","180",196
"CrystalLk","(9, Inf]","Summer","210",444
"CrystalLk","(9, Inf]","Summer","240",930
"CrystalLk","(9, Inf]","Summer","270",824
"CrystalLk","(9, Inf]","Summer","300",98
"CrystalLk","(9, Inf]","Summer","330",48
"CrystalLk","(9, Inf]","Winter","0",168
"CrystalLk","(9, Inf]","Winter","30",309
"CrystalLk","(9, Inf]","Winter","60",237
"CrystalLk","(9, Inf]","Winter","90",28
"CrystalLk","(9, Inf]","Winter","120",161
"CrystalLk","(9, Inf]","Winter","150",515
"CrystalLk","(9, Inf]","Winter","180",284
"CrystalLk","(9, Inf]","Winter","210",168
"CrystalLk","(9, Inf]","Winter","240",493
"CrystalLk","(9, Inf]","Winter","270",428
"CrystalLk","(9, Inf]","Winter","300",105
"CrystalLk","(9, Inf]","Winter","330",269
"CrystalLk","(6,9]","Summer","0",202
"CrystalLk","(6,9]","Summer","30",188
"CrystalLk","(6,9]","Summer","60",170
"CrystalLk","(6,9]","Summer","90",78
"CrystalLk","(6,9]","Summer","120",145
"CrystalLk","(6,9]","Summer","150",630
"CrystalLk","(6,9]","Summer","180",1188
"CrystalLk","(6,9]","Summer","210",1145
"CrystalLk","(6,9]","Summer","240",744
"CrystalLk","(6,9]","Summer","270",455
"CrystalLk","(6,9]","Summer","300",239
"CrystalLk","(6,9]","Summer","330",393
"CrystalLk","(6,9]","Winter","0",451
"CrystalLk","(6,9]","Winter","30",212
"CrystalLk","(6,9]","Winter","60",117
"CrystalLk","(6,9]","Winter","90",96
"CrystalLk","(6,9]","Winter","120",135
"CrystalLk","(6,9]","Winter","150",1718
"CrystalLk","(6,9]","Winter","180",1269
"CrystalLk","(6,9]","Winter","210",492
"CrystalLk","(6,9]","Winter","240",266
"CrystalLk","(6,9]","Winter","270",153
"CrystalLk","(6,9]","Winter","300",337
"CrystalLk","(6,9]","Winter","330",870
"CrystalLk","(3,6]","Summer","0",393
"CrystalLk","(3,6]","Summer","30",236
"CrystalLk","(3,6]","Summer","60",122
"CrystalLk","(3,6]","Summer","90",81
"CrystalLk","(3,6]","Summer","120",197
"CrystalLk","(3,6]","Summer","150",1095
"CrystalLk","(3,6]","Summer","180",1534
"CrystalLk","(3,6]","Summer","210",1002
"CrystalLk","(3,6]","Summer","240",507
"CrystalLk","(3,6]","Summer","270",355
"CrystalLk","(3,6]","Summer","300",495
"CrystalLk","(3,6]","Summer","330",756
"CrystalLk","(3,6]","Winter","0",446
"CrystalLk","(3,6]","Winter","30",192
"CrystalLk","(3,6]","Winter","60",137
"CrystalLk","(3,6]","Winter","90",150
"CrystalLk","(3,6]","Winter","120",259
"CrystalLk","(3,6]","Winter","150",2010
"CrystalLk","(3,6]","Winter","180",1660
"CrystalLk","(3,6]","Winter","210",661
"CrystalLk","(3,6]","Winter","240",202
"CrystalLk","(3,6]","Winter","270",113
"CrystalLk","(3,6]","Winter","300",545
"CrystalLk","(3,6]","Winter","330",984
"CrystalLk","(-Inf,3]","Summer","0",890
"CrystalLk","(-Inf,3]","Summer","30",651
"CrystalLk","(-Inf,3]","Summer","60",668
"CrystalLk","(-Inf,3]","Summer","90",692
"CrystalLk","(-Inf,3]","Summer","120",985
"CrystalLk","(-Inf,3]","Summer","150",2017
"CrystalLk","(-Inf,3]","Summer","180",2115
"CrystalLk","(-Inf,3]","Summer","210",1515
"CrystalLk","(-Inf,3]","Summer","240",989
"CrystalLk","(-Inf,3]","Summer","270",872
"CrystalLk","(-Inf,3]","Summer","300",1123
"CrystalLk","(-Inf,3]","Summer","330",1282
"CrystalLk","(-Inf,3]","Winter","0",1215
"CrystalLk","(-Inf,3]","Winter","30",883
"CrystalLk","(-Inf,3]","Winter","60",1151
"CrystalLk","(-Inf,3]","Winter","90",1070
"CrystalLk","(-Inf,3]","Winter","120",1360
"CrystalLk","(-Inf,3]","Winter","150",3460
"CrystalLk","(-Inf,3]","Winter","180",2873
"CrystalLk","(-Inf,3]","Winter","210",1769
"CrystalLk","(-Inf,3]","Winter","240",939
"CrystalLk","(-Inf,3]","Winter","270",561
"CrystalLk","(-Inf,3]","Winter","300",1750
"CrystalLk","(-Inf,3]","Winter","330",2321
"Dunster","(9, Inf]","Summer","0",1
"Dunster","(9, Inf]","Summer","90",1
"Dunster","(9, Inf]","Summer","120",6
"Dunster","(9, Inf]","Summer","270",17
"Dunster","(9, Inf]","Summer","300",277
"Dunster","(9, Inf]","Summer","330",41
"Dunster","(9, Inf]","Winter","90",1
"Dunster","(9, Inf]","Winter","120",493
"Dunster","(9, Inf]","Winter","150",15
"Dunster","(9, Inf]","Winter","270",14
"Dunster","(9, Inf]","Winter","300",309
"Dunster","(9, Inf]","Winter","330",71
"Dunster","(6,9]","Summer","0",1
"Dunster","(6,9]","Summer","30",2
"Dunster","(6,9]","Summer","60",3
"Dunster","(6,9]","Summer","90",3
"Dunster","(6,9]","Summer","120",176
"Dunster","(6,9]","Summer","150",43
"Dunster","(6,9]","Summer","180",1
"Dunster","(6,9]","Summer","210",2
"Dunster","(6,9]","Summer","240",1
"Dunster","(6,9]","Summer","270",45
"Dunster","(6,9]","Summer","300",1529
"Dunster","(6,9]","Summer","330",161
"Dunster","(6,9]","Winter","0",1
"Dunster","(6,9]","Winter","60",1
"Dunster","(6,9]","Winter","90",2
"Dunster","(6,9]","Winter","120",3630
"Dunster","(6,9]","Winter","150",347
"Dunster","(6,9]","Winter","240",1
"Dunster","(6,9]","Winter","270",44
"Dunster","(6,9]","Winter","300",1064
"Dunster","(6,9]","Winter","330",220
"Dunster","(3,6]","Summer","0",18
"Dunster","(3,6]","Summer","30",11
"Dunster","(3,6]","Summer","60",17
"Dunster","(3,6]","Summer","90",40
"Dunster","(3,6]","Summer","120",937
"Dunster","(3,6]","Summer","150",672
"Dunster","(3,6]","Summer","180",121
"Dunster","(3,6]","Summer","210",189
"Dunster","(3,6]","Summer","240",37
"Dunster","(3,6]","Summer","270",630
"Dunster","(3,6]","Summer","300",2756
"Dunster","(3,6]","Summer","330",309
"Dunster","(3,6]","Winter","0",7
"Dunster","(3,6]","Winter","30",7
"Dunster","(3,6]","Winter","60",13
"Dunster","(3,6]","Winter","90",56
"Dunster","(3,6]","Winter","120",5617
"Dunster","(3,6]","Winter","150",1871
"Dunster","(3,6]","Winter","180",334
"Dunster","(3,6]","Winter","210",294
"Dunster","(3,6]","Winter","240",74
"Dunster","(3,6]","Winter","270",529
"Dunster","(3,6]","Winter","300",1768
"Dunster","(3,6]","Winter","330",359
"Dunster","(-Inf,3]","Summer","0",259
"Dunster","(-Inf,3]","Summer","30",168
"Dunster","(-Inf,3]","Summer","60",228
"Dunster","(-Inf,3]","Summer","90",547
"Dunster","(-Inf,3]","Summer","120",3074
"Dunster","(-Inf,3]","Summer","150",3390
"Dunster","(-Inf,3]","Summer","180",2491
"Dunster","(-Inf,3]","Summer","210",1959
"Dunster","(-Inf,3]","Summer","240",1769
"Dunster","(-Inf,3]","Summer","270",4087
"Dunster","(-Inf,3]","Summer","300",3092
"Dunster","(-Inf,3]","Summer","330",791
"Dunster","(-Inf,3]","Winter","0",162
"Dunster","(-Inf,3]","Winter","30",80
"Dunster","(-Inf,3]","Winter","60",111
"Dunster","(-Inf,3]","Winter","90",657
"Dunster","(-Inf,3]","Winter","120",7386
"Dunster","(-Inf,3]","Winter","150",3928
"Dunster","(-Inf,3]","Winter","180",2092
"Dunster","(-Inf,3]","Winter","210",1279
"Dunster","(-Inf,3]","Winter","240",1198
"Dunster","(-Inf,3]","Winter","270",2929
"Dunster","(-Inf,3]","Winter","300",2701
"Dunster","(-Inf,3]","Winter","330",1087
"Endako","(9, Inf]","Summer","0",137
"Endako","(9, Inf]","Summer","30",264
"Endako","(9, Inf]","Summer","60",187
"Endako","(9, Inf]","Summer","90",52
"Endako","(9, Inf]","Summer","120",43
"Endako","(9, Inf]","Summer","150",83
"Endako","(9, Inf]","Summer","180",148
"Endako","(9, Inf]","Summer","210",361
"Endako","(9, Inf]","Summer","240",630
"Endako","(9, Inf]","Summer","270",1425
"Endako","(9, Inf]","Summer","300",654
"Endako","(9, Inf]","Summer","330",49
"Endako","(9, Inf]","Winter","0",115
"Endako","(9, Inf]","Winter","30",515
"Endako","(9, Inf]","Winter","60",545
"Endako","(9, Inf]","Winter","90",137
"Endako","(9, Inf]","Winter","120",165
"Endako","(9, Inf]","Winter","150",243
"Endako","(9, Inf]","Winter","180",305
"Endako","(9, Inf]","Winter","210",391
"Endako","(9, Inf]","Winter","240",481
"Endako","(9, Inf]","Winter","270",641
"Endako","(9, Inf]","Winter","300",203
"Endako","(9, Inf]","Winter","330",23
"Endako","(6,9]","Summer","0",303
"Endako","(6,9]","Summer","30",978
"Endako","(6,9]","Summer","60",310
"Endako","(6,9]","Summer","90",227
"Endako","(6,9]","Summer","120",379
"Endako","(6,9]","Summer","150",424
"Endako","(6,9]","Summer","180",525
"Endako","(6,9]","Summer","210",881
"Endako","(6,9]","Summer","240",1263
"Endako","(6,9]","Summer","270",1487
"Endako","(6,9]","Summer","300",710
"Endako","(6,9]","Summer","330",140
"Endako","(6,9]","Winter","0",542
"Endako","(6,9]","Winter","30",1422
"Endako","(6,9]","Winter","60",955
"Endako","(6,9]","Winter","90",958
"Endako","(6,9]","Winter","120",871
"Endako","(6,9]","Winter","150",545
"Endako","(6,9]","Winter","180",428
"Endako","(6,9]","Winter","210",428
"Endako","(6,9]","Winter","240",489
"Endako","(6,9]","Winter","270",459
"Endako","(6,9]","Winter","300",231
"Endako","(6,9]","Winter","330",75
"Endako","(3,6]","Summer","0",1082
"Endako","(3,6]","Summer","30",3100
"Endako","(3,6]","Summer","60",667
"Endako","(3,6]","Summer","90",595
"Endako","(3,6]","Summer","120",704
"Endako","(3,6]","Summer","150",806
"Endako","(3,6]","Summer","180",864
"Endako","(3,6]","Summer","210",1102
"Endako","(3,6]","Summer","240",1144
"Endako","(3,6]","Summer","270",1104
"Endako","(3,6]","Summer","300",811
"Endako","(3,6]","Summer","330",499
"Endako","(3,6]","Winter","0",1291
"Endako","(3,6]","Winter","30",4375
"Endako","(3,6]","Winter","60",2144
"Endako","(3,6]","Winter","90",2311
"Endako","(3,6]","Winter","120",1787
"Endako","(3,6]","Winter","150",965
"Endako","(3,6]","Winter","180",589
"Endako","(3,6]","Winter","210",496
"Endako","(3,6]","Winter","240",535
"Endako","(3,6]","Winter","270",458
"Endako","(3,6]","Winter","300",347
"Endako","(3,6]","Winter","330",265
"Endako","(-Inf,3]","Summer","0",3737
"Endako","(-Inf,3]","Summer","30",4843
"Endako","(-Inf,3]","Summer","60",1654
"Endako","(-Inf,3]","Summer","90",1289
"Endako","(-Inf,3]","Summer","120",1456
"Endako","(-Inf,3]","Summer","150",1710
"Endako","(-Inf,3]","Summer","180",1444
"Endako","(-Inf,3]","Summer","210",1624
"Endako","(-Inf,3]","Summer","240",1889
"Endako","(-Inf,3]","Summer","270",3159
"Endako","(-Inf,3]","Summer","300",2752
"Endako","(-Inf,3]","Summer","330",1877
"Endako","(-Inf,3]","Winter","0",5777
"Endako","(-Inf,3]","Winter","30",8395
"Endako","(-Inf,3]","Winter","60",5692
"Endako","(-Inf,3]","Winter","90",4654
"Endako","(-Inf,3]","Winter","120",4106
"Endako","(-Inf,3]","Winter","150",2743
"Endako","(-Inf,3]","Winter","180",1932
"Endako","(-Inf,3]","Winter","210",1453
"Endako","(-Inf,3]","Winter","240",1536
"Endako","(-Inf,3]","Winter","270",1763
"Endako","(-Inf,3]","Winter","300",1480
"Endako","(-Inf,3]","Winter","330",1463
"George","(9, Inf]","Summer","0",87
"George","(9, Inf]","Summer","30",33
"George","(9, Inf]","Summer","60",64
"George","(9, Inf]","Summer","90",139
"George","(9, Inf]","Summer","120",66
"George","(9, Inf]","Summer","150",186
"George","(9, Inf]","Summer","180",109
"George","(9, Inf]","Summer","210",40
"George","(9, Inf]","Summer","240",19
"George","(9, Inf]","Summer","270",22
"George","(9, Inf]","Summer","300",42
"George","(9, Inf]","Summer","330",32
"George","(9, Inf]","Winter","0",199
"George","(9, Inf]","Winter","30",39
"George","(9, Inf]","Winter","60",31
"George","(9, Inf]","Winter","90",358
"George","(9, Inf]","Winter","120",253
"George","(9, Inf]","Winter","150",388
"George","(9, Inf]","Winter","180",307
"George","(9, Inf]","Winter","210",15
"George","(9, Inf]","Winter","240",15
"George","(9, Inf]","Winter","270",191
"George","(9, Inf]","Winter","300",126
"George","(9, Inf]","Winter","330",77
"George","(6,9]","Summer","0",381
"George","(6,9]","Summer","30",286
"George","(6,9]","Summer","60",171
"George","(6,9]","Summer","90",297
"George","(6,9]","Summer","120",380
"George","(6,9]","Summer","150",812
"George","(6,9]","Summer","180",607
"George","(6,9]","Summer","210",420
"George","(6,9]","Summer","240",293
"George","(6,9]","Summer","270",321
"George","(6,9]","Summer","300",244
"George","(6,9]","Summer","330",229
"George","(6,9]","Winter","0",689
"George","(6,9]","Winter","30",156
"George","(6,9]","Winter","60",107
"George","(6,9]","Winter","90",619
"George","(6,9]","Winter","120",512
"George","(6,9]","Winter","150",886
"George","(6,9]","Winter","180",855
"George","(6,9]","Winter","210",216
"George","(6,9]","Winter","240",157
"George","(6,9]","Winter","270",425
"George","(6,9]","Winter","300",289
"George","(6,9]","Winter","330",507
"George","(3,6]","Summer","0",588
"George","(3,6]","Summer","30",476
"George","(3,6]","Summer","60",344
"George","(3,6]","Summer","90",396
"George","(3,6]","Summer","120",629
"George","(3,6]","Summer","150",975
"George","(3,6]","Summer","180",1153
"George","(3,6]","Summer","210",770
"George","(3,6]","Summer","240",588
"George","(3,6]","Summer","270",702
"George","(3,6]","Summer","300",567
"George","(3,6]","Summer","330",519
"George","(3,6]","Winter","0",1188
"George","(3,6]","Winter","30",506
"George","(3,6]","Winter","60",306
"George","(3,6]","Winter","90",585
"George","(3,6]","Winter","120",666
"George","(3,6]","Winter","150",1325
"George","(3,6]","Winter","180",1427
"George","(3,6]","Winter","210",467
"George","(3,6]","Winter","240",405
"George","(3,6]","Winter","270",719
"George","(3,6]","Winter","300",519
"George","(3,6]","Winter","330",1274
"George","(-Inf,3]","Summer","0",2677
"George","(-Inf,3]","Summer","30",2243
"George","(-Inf,3]","Summer","60",2112
"George","(-Inf,3]","Summer","90",2210
"George","(-Inf,3]","Summer","120",2867
"George","(-Inf,3]","Summer","150",2806
"George","(-Inf,3]","Summer","180",3337
"George","(-Inf,3]","Summer","210",2787
"George","(-Inf,3]","Summer","240",2360
"George","(-Inf,3]","Summer","270",3132
"George","(-Inf,3]","Summer","300",2739
"George","(-Inf,3]","Summer","330",2728
"George","(-Inf,3]","Winter","0",5421
"George","(-Inf,3]","Winter","30",2802
"George","(-Inf,3]","Winter","60",1324
"George","(-Inf,3]","Winter","90",1512
"George","(-Inf,3]","Winter","120",3246
"George","(-Inf,3]","Winter","150",6358
"George","(-Inf,3]","Winter","180",6195
"George","(-Inf,3]","Winter","210",4063
"George","(-Inf,3]","Winter","240",2499
"George","(-Inf,3]","Winter","270",3121
"George","(-Inf,3]","Winter","300",3169
"George","(-Inf,3]","Winter","330",4215
"Gunnel","(9, Inf]","Summer","0",471
"Gunnel","(9, Inf]","Summer","30",603
"Gunnel","(9, Inf]","Summer","60",491
"Gunnel","(9, Inf]","Summer","90",380
"Gunnel","(9, Inf]","Summer","120",678
"Gunnel","(9, Inf]","Summer","150",259
"Gunnel","(9, Inf]","Summer","180",499
"Gunnel","(9, Inf]","Summer","210",884
"Gunnel","(9, Inf]","Summer","240",191
"Gunnel","(9, Inf]","Summer","270",362
"Gunnel","(9, Inf]","Summer","300",770
"Gunnel","(9, Inf]","Summer","330",624
"Gunnel","(9, Inf]","Winter","0",348
"Gunnel","(9, Inf]","Winter","30",324
"Gunnel","(9, Inf]","Winter","60",190
"Gunnel","(9, Inf]","Winter","90",365
"Gunnel","(9, Inf]","Winter","120",1329
"Gunnel","(9, Inf]","Winter","150",501
"Gunnel","(9, Inf]","Winter","180",1375
"Gunnel","(9, Inf]","Winter","210",2410
"Gunnel","(9, Inf]","Winter","240",238
"Gunnel","(9, Inf]","Winter","270",475
"Gunnel","(9, Inf]","Winter","300",876
"Gunnel","(9, Inf]","Winter","330",553
"Gunnel","(6,9]","Summer","0",135
"Gunnel","(6,9]","Summer","30",218
"Gunnel","(6,9]","Summer","60",271
"Gunnel","(6,9]","Summer","90",146
"Gunnel","(6,9]","Summer","120",293
"Gunnel","(6,9]","Summer","150",196
"Gunnel","(6,9]","Summer","180",334
"Gunnel","(6,9]","Summer","210",365
"Gunnel","(6,9]","Summer","240",132
"Gunnel","(6,9]","Summer","270",171
"Gunnel","(6,9]","Summer","300",192
"Gunnel","(6,9]","Summer","330",177
"Gunnel","(6,9]","Winter","0",130
"Gunnel","(6,9]","Winter","30",134
"Gunnel","(6,9]","Winter","60",145
"Gunnel","(6,9]","Winter","90",146
"Gunnel","(6,9]","Winter","120",463
"Gunnel","(6,9]","Winter","150",251
"Gunnel","(6,9]","Winter","180",426
"Gunnel","(6,9]","Winter","210",388
"Gunnel","(6,9]","Winter","240",144
"Gunnel","(6,9]","Winter","270",169
"Gunnel","(6,9]","Winter","300",143
"Gunnel","(6,9]","Winter","330",193
"Gunnel","(3,6]","Summer","0",167
"Gunnel","(3,6]","Summer","30",221
"Gunnel","(3,6]","Summer","60",247
"Gunnel","(3,6]","Summer","90",183
"Gunnel","(3,6]","Summer","120",240
"Gunnel","(3,6]","Summer","150",169
"Gunnel","(3,6]","Summer","180",212
"Gunnel","(3,6]","Summer","210",272
"Gunnel","(3,6]","Summer","240",155
"Gunnel","(3,6]","Summer","270",140
"Gunnel","(3,6]","Summer","300",163
"Gunnel","(3,6]","Summer","330",153
"Gunnel","(3,6]","Winter","0",151
"Gunnel","(3,6]","Winter","30",143
"Gunnel","(3,6]","Winter","60",141
"Gunnel","(3,6]","Winter","90",162
"Gunnel","(3,6]","Winter","120",410
"Gunnel","(3,6]","Winter","150",224
"Gunnel","(3,6]","Winter","180",317
"Gunnel","(3,6]","Winter","210",273
"Gunnel","(3,6]","Winter","240",146
"Gunnel","(3,6]","Winter","270",135
"Gunnel","(3,6]","Winter","300",158
"Gunnel","(3,6]","Winter","330",179
"Gunnel","(-Inf,3]","Summer","0",95
"Gunnel","(-Inf,3]","Summer","30",93
"Gunnel","(-Inf,3]","Summer","60",64
"Gunnel","(-Inf,3]","Summer","90",64
"Gunnel","(-Inf,3]","Summer","120",98
"Gunnel","(-Inf,3]","Summer","150",77
"Gunnel","(-Inf,3]","Summer","180",83
"Gunnel","(-Inf,3]","Summer","210",87
"Gunnel","(-Inf,3]","Summer","240",40
"Gunnel","(-Inf,3]","Summer","270",61
"Gunnel","(-Inf,3]","Summer","300",85
"Gunnel","(-Inf,3]","Summer","330",109
"Gunnel","(-Inf,3]","Winter","0",140
"Gunnel","(-Inf,3]","Winter","30",206
"Gunnel","(-Inf,3]","Winter","60",165
"Gunnel","(-Inf,3]","Winter","90",204
"Gunnel","(-Inf,3]","Winter","120",426
"Gunnel","(-Inf,3]","Winter","150",186
"Gunnel","(-Inf,3]","Winter","180",181
"Gunnel","(-Inf,3]","Winter","210",151
"Gunnel","(-Inf,3]","Winter","240",105
"Gunnel","(-Inf,3]","Winter","270",127
"Gunnel","(-Inf,3]","Winter","300",248
"Gunnel","(-Inf,3]","Winter","330",185
"Hourglass","(9, Inf]","Summer","0",127
"Hourglass","(9, Inf]","Summer","30",147
"Hourglass","(9, Inf]","Summer","60",230
"Hourglass","(9, Inf]","Summer","90",262
"Hourglass","(9, Inf]","Summer","120",69
"Hourglass","(9, Inf]","Summer","150",40
"Hourglass","(9, Inf]","Summer","180",700
"Hourglass","(9, Inf]","Summer","210",2958
"Hourglass","(9, Inf]","Summer","240",3422
"Hourglass","(9, Inf]","Summer","270",1279
"Hourglass","(9, Inf]","Summer","300",273
"Hourglass","(9, Inf]","Summer","330",163
"Hourglass","(9, Inf]","Winter","0",154
"Hourglass","(9, Inf]","Winter","30",229
"Hourglass","(9, Inf]","Winter","60",130
"Hourglass","(9, Inf]","Winter","90",89
"Hourglass","(9, Inf]","Winter","120",42
"Hourglass","(9, Inf]","Winter","150",70
"Hourglass","(9, Inf]","Winter","180",1224
"Hourglass","(9, Inf]","Winter","210",3609
"Hourglass","(9, Inf]","Winter","240",4131
"Hourglass","(9, Inf]","Winter","270",1225
"Hourglass","(9, Inf]","Winter","300",299
"Hourglass","(9, Inf]","Winter","330",235
"Hourglass","(6,9]","Summer","0",173
"Hourglass","(6,9]","Summer","30",210
"Hourglass","(6,9]","Summer","60",255
"Hourglass","(6,9]","Summer","90",235
"Hourglass","(6,9]","Summer","120",146
"Hourglass","(6,9]","Summer","150",124
"Hourglass","(6,9]","Summer","180",713
"Hourglass","(6,9]","Summer","210",1094
"Hourglass","(6,9]","Summer","240",1364
"Hourglass","(6,9]","Summer","270",706
"Hourglass","(6,9]","Summer","300",313
"Hourglass","(6,9]","Summer","330",283
"Hourglass","(6,9]","Winter","0",317
"Hourglass","(6,9]","Winter","30",290
"Hourglass","(6,9]","Winter","60",176
"Hourglass","(6,9]","Winter","90",137
"Hourglass","(6,9]","Winter","120",114
"Hourglass","(6,9]","Winter","150",151
"Hourglass","(6,9]","Winter","180",643
"Hourglass","(6,9]","Winter","210",790
"Hourglass","(6,9]","Winter","240",943
"Hourglass","(6,9]","Winter","270",434
"Hourglass","(6,9]","Winter","300",235
"Hourglass","(6,9]","Winter","330",320
"Hourglass","(3,6]","Summer","0",200
"Hourglass","(3,6]","Summer","30",229
"Hourglass","(3,6]","Summer","60",289
"Hourglass","(3,6]","Summer","90",260
"Hourglass","(3,6]","Summer","120",238
"Hourglass","(3,6]","Summer","150",242
"Hourglass","(3,6]","Summer","180",603
"Hourglass","(3,6]","Summer","210",942
"Hourglass","(3,6]","Summer","240",1254
"Hourglass","(3,6]","Summer","270",528
"Hourglass","(3,6]","Summer","300",315
"Hourglass","(3,6]","Summer","330",305
"Hourglass","(3,6]","Winter","0",500
"Hourglass","(3,6]","Winter","30",380
"Hourglass","(3,6]","Winter","60",273
"Hourglass","(3,6]","Winter","90",286
"Hourglass","(3,6]","Winter","120",310
"Hourglass","(3,6]","Winter","150",361
"Hourglass","(3,6]","Winter","180",659
"Hourglass","(3,6]","Winter","210",840
"Hourglass","(3,6]","Winter","240",912
"Hourglass","(3,6]","Winter","270",416
"Hourglass","(3,6]","Winter","300",238
"Hourglass","(3,6]","Winter","330",451
"Hourglass","(-Inf,3]","Summer","0",322
"Hourglass","(-Inf,3]","Summer","30",294
"Hourglass","(-Inf,3]","Summer","60",374
"Hourglass","(-Inf,3]","Summer","90",357
"Hourglass","(-Inf,3]","Summer","120",439
"Hourglass","(-Inf,3]","Summer","150",382
"Hourglass","(-Inf,3]","Summer","180",622
"Hourglass","(-Inf,3]","Summer","210",970
"Hourglass","(-Inf,3]","Summer","240",910
"Hourglass","(-Inf,3]","Summer","270",539
"Hourglass","(-Inf,3]","Summer","300",402
"Hourglass","(-Inf,3]","Summer","330",361
"Hourglass","(-Inf,3]","Winter","0",828
"Hourglass","(-Inf,3]","Winter","30",963
"Hourglass","(-Inf,3]","Winter","60",731
"Hourglass","(-Inf,3]","Winter","90",633
"Hourglass","(-Inf,3]","Winter","120",819
"Hourglass","(-Inf,3]","Winter","150",805
"Hourglass","(-Inf,3]","Winter","180",1101
"Hourglass","(-Inf,3]","Winter","210",1270
"Hourglass","(-Inf,3]","Winter","240",985
"Hourglass","(-Inf,3]","Winter","270",664
"Hourglass","(-Inf,3]","Winter","300",657
"Hourglass","(-Inf,3]","Winter","330",728
"HudsonBayMtn2","(9, Inf]","Summer","0",325
"HudsonBayMtn2","(9, Inf]","Summer","30",508
"HudsonBayMtn2","(9, Inf]","Summer","60",321
"HudsonBayMtn2","(9, Inf]","Summer","90",353
"HudsonBayMtn2","(9, Inf]","Summer","120",238
"HudsonBayMtn2","(9, Inf]","Summer","150",140
"HudsonBayMtn2","(9, Inf]","Summer","180",462
"HudsonBayMtn2","(9, Inf]","Summer","210",1065
"HudsonBayMtn2","(9, Inf]","Summer","240",1015
"HudsonBayMtn2","(9, Inf]","Summer","270",1813
"HudsonBayMtn2","(9, Inf]","Summer","300",1356
"HudsonBayMtn2","(9, Inf]","Summer","330",223
"HudsonBayMtn2","(9, Inf]","Winter","0",350
"HudsonBayMtn2","(9, Inf]","Winter","30",629
"HudsonBayMtn2","(9, Inf]","Winter","60",692
"HudsonBayMtn2","(9, Inf]","Winter","90",799
"HudsonBayMtn2","(9, Inf]","Winter","120",659
"HudsonBayMtn2","(9, Inf]","Winter","150",365
"HudsonBayMtn2","(9, Inf]","Winter","180",612
"HudsonBayMtn2","(9, Inf]","Winter","210",1709
"HudsonBayMtn2","(9, Inf]","Winter","240",1715
"HudsonBayMtn2","(9, Inf]","Winter","270",1967
"HudsonBayMtn2","(9, Inf]","Winter","300",926
"HudsonBayMtn2","(9, Inf]","Winter","330",163
"HudsonBayMtn2","(6,9]","Summer","0",56
"HudsonBayMtn2","(6,9]","Summer","30",116
"HudsonBayMtn2","(6,9]","Summer","60",99
"HudsonBayMtn2","(6,9]","Summer","90",99
"HudsonBayMtn2","(6,9]","Summer","120",111
"HudsonBayMtn2","(6,9]","Summer","150",73
"HudsonBayMtn2","(6,9]","Summer","180",86
"HudsonBayMtn2","(6,9]","Summer","210",142
"HudsonBayMtn2","(6,9]","Summer","240",91
"HudsonBayMtn2","(6,9]","Summer","270",51
"HudsonBayMtn2","(6,9]","Summer","300",41
"HudsonBayMtn2","(6,9]","Summer","330",47
"HudsonBayMtn2","(6,9]","Winter","0",73
"HudsonBayMtn2","(6,9]","Winter","30",79
"HudsonBayMtn2","(6,9]","Winter","60",93
"HudsonBayMtn2","(6,9]","Winter","90",133
"HudsonBayMtn2","(6,9]","Winter","120",128
"HudsonBayMtn2","(6,9]","Winter","150",115
"HudsonBayMtn2","(6,9]","Winter","180",124
"HudsonBayMtn2","(6,9]","Winter","210",202
"HudsonBayMtn2","(6,9]","Winter","240",189
"HudsonBayMtn2","(6,9]","Winter","270",112
"HudsonBayMtn2","(6,9]","Winter","300",52
"HudsonBayMtn2","(6,9]","Winter","330",42
