"Site","years","annual","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Mackenzie Junction","2012","obs_na",0,0,0,163,0,0,0,0,0,0,122,366,366,366,366,0,366
"Mackenzie Junction","2013","mean",3.65,-2.44,9.48,1.23,930.06,77.64,-0.52,1.16,344.85,6.31,115.19,NA,NA,NA,NA,30.83,NA
"Mackenzie Junction","2013","max",20.85,14.07,31.87,25.2,948.86,96.86,14.19,3.56,88.28,18,360.94,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2013","min",-24.82,-30.9,-17.55,0,904.26,41.62,-27.26,0,270.02,0,2.79,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2013","obs_na",0,0,0,0,0,0,0,0,0,0,108,365,365,365,365,0,365
"Mackenzie Junction","2014","mean",3.08,-3.23,8.95,1.15,929.84,75,-1.71,1.24,341.4,6.39,130.69,NA,NA,NA,NA,32.18,NA
"Mackenzie Junction","2014","max",23.35,12.8,35.02,29.2,961,97.85,12.89,3.41,89.85,13.73,371.71,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2014","min",-27.32,-36.51,-19.06,0,899.97,32.88,-30.47,0,270.9,0,3.78,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2014","obs_na",0,0,0,0,40,0,0,0,0,0,0,365,365,365,365,0,365
"Mackenzie Junction","2015","mean",4.16,-1.65,9.74,1.4,931.07,77.89,-0.02,1.24,344.64,6.4,127.04,NA,NA,NA,NA,40.05,NA
"Mackenzie Junction","2015","max",23.04,14.05,31.94,24.2,951.73,97.49,14.97,2.85,89.72,14.29,373.32,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2015","min",-21.02,-26.43,-17.77,0,909.97,39.78,-23.89,0,270.07,0,2.27,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2015","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Mackenzie Junction","2016","mean",3.99,-1.52,9.4,1.71,930.78,80.17,0.29,1.16,344.05,6.08,125.7,NA,NA,NA,NA,45.56,NA
"Mackenzie Junction","2016","max",19.25,14.6,29.41,46.4,954.39,97.97,13.91,2.83,89.74,12.99,381.55,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2016","min",-26.33,-29.66,-20.4,0,905.49,41.91,-28.77,0,270.38,0,3.52,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Mackenzie Junction","2017","mean",2.64,-3.33,8.33,1.36,931.65,77.23,-1.51,1.27,342.87,6.7,127.93,0.13,NA,NA,NA,33.12,NA
"Mackenzie Junction","2017","max",20.68,12.53,33.57,41.4,955.17,96.46,13.49,2.96,89.85,15.4,371.04,0.17,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2017","min",-30.51,-37.25,-24.1,0,903.6,49.3,-33.1,0,270.08,0,5.03,0.03,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2017","obs_na",0,0,0,0,0,0,0,0,0,0,0,172,365,365,365,0,365
"Mackenzie Junction","2018","mean",2.58,-3.92,8.54,0.92,932.68,76.44,-1.81,1.05,345.6,5.91,129.12,0.12,NA,NA,NA,35.49,NA
"Mackenzie Junction","2018","max",23.25,14.12,33.76,26,949.08,97.23,14.84,2.59,89.96,15.4,348.02,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2018","min",-29.93,-37.06,-24.99,0,909.88,47.24,-32.9,0,270.26,0,2.58,0.06,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,37,365,365,365,0,365
"Mackenzie Junction","2019","mean",2.71,-3.47,8.52,1.41,932.94,78.88,-1.11,0.73,337.91,6.01,124.17,0.11,NA,NA,NA,34.68,NA
"Mackenzie Junction","2019","max",20.95,14.38,29.94,28.2,952.94,97.4,14.94,2.68,89.18,13.73,346.55,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2019","min",-25.67,-34.1,-22.42,0,911.29,39.33,-29.65,0,270.25,0,4.1,0.03,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,129,365,365,365,0,365
"Mackenzie Junction","2020","mean",2.72,-3.29,8.22,1.68,931.6,79.85,-0.86,0.49,329.58,5.94,120.99,0.12,NA,NA,NA,33.52,NA
"Mackenzie Junction","2020","max",20.02,12.7,30.55,26.4,952.05,97.53,15.04,2.12,89.6,12.08,338.69,0.22,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2020","min",-32.39,-37.82,-25.61,0,908.93,48.58,-35.09,0,270.15,0,2.17,0.06,Inf,Inf,Inf,0.81,Inf
"Mackenzie Junction","2020","obs_na",0,0,0,0,0,0,0,0,2,0,0,0,366,366,366,0,366
"Mackenzie Junction","2021","mean",2.78,-3.68,8.62,1.25,930.71,77.89,-1.27,0.51,329.93,5.51,125.61,0.09,NA,NA,NA,31.16,NA
"Mackenzie Junction","2021","max",27.46,15.08,38.7,25,956.8,97.68,17.12,2.33,89.63,13.59,356.51,0.13,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2021","min",-30.77,-40.06,-26.02,0,902.71,48.78,-34.15,0,270.09,0,3,0.01,Inf,Inf,Inf,0.05,Inf
"Mackenzie Junction","2021","obs_na",0,0,0,0,0,0,0,0,1,0,0,0,365,365,365,0,365
"Mackenzie Junction","2022","mean",2.87,-4.14,9.19,0.85,932.93,75.92,-1.55,0.49,330.91,5.75,126.83,0.07,NA,NA,NA,30.69,NA
"Mackenzie Junction","2022","max",24.46,13.76,34.68,19.4,960.47,96.6,15.09,1.8,88.68,12.58,349.37,0.14,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2022","min",-34.92,-40.94,-28.34,0,904.59,43.8,-38.09,0,270.65,1.01,1.81,0,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2022","obs_na",0,0,0,0,0,0,0,0,9,0,0,26,365,365,365,0,365
"Mackenzie Junction","2023","mean",6.23,-1.55,13.54,1.16,930.96,75.21,1.41,0.18,328.15,2.86,149.6,0.08,NA,NA,NA,35.63,NA
"Mackenzie Junction","2023","max",22.79,13.45,33.03,33,954.8,97.44,13.7,1.68,88.73,11.07,352.81,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2023","min",-25.73,-35.53,-18.12,0,911.09,48.53,-28.94,0,270.14,0,3.32,0,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,283,283,283,0,283
"McDonnel","2021","mean",12.41,Inf,-Inf,1.57,899.88,76.68,7.78,0.16,8.49,4.23,90.32,0.37,0.46,0.41,6.91,NA,NA
"McDonnel","2021","max",19.88,Inf,30.75,17.8,914.67,92.93,11.34,0.9,89.16,11.07,327.75,0.4,0.59,0.52,14.04,-Inf,-Inf
"McDonnel","2021","min",5.77,0.47,-Inf,0,872.45,56.52,3.34,0,270.68,0,1.49,0.32,0.22,0.24,0.49,Inf,Inf
"McDonnel","2021","obs_na",120,0,0,0,0,120,120,0,0,0,0,0,0,0,0,177,177
"McDonnel","2022","mean",10.83,Inf,-Inf,1.27,906.83,78.59,6.57,0.25,14.96,5.4,143.35,0.34,0.4,0.4,5.82,NA,NA
"McDonnel","2022","max",20.41,Inf,31.15,23.2,925.74,95.8,12.6,1.68,89.55,11.58,348.64,0.41,0.6,0.52,14.97,-Inf,-Inf
"McDonnel","2022","min",-3,-7.48,-Inf,0,876.87,54.2,-3.76,0,271.73,0,2.85,0.2,0.35,0.2,0.42,Inf,Inf
"McDonnel","2022","obs_na",186,0,0,0,0,186,186,0,0,0,0,0,87,0,0,299,299
"Middlefork Creek","2007","mean",-1.86,-9.76,5.88,1.36,899.19,77.71,-5.87,1.28,13.38,6.46,90.4,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2007","max",19.51,11.77,32.34,38.8,916.03,96.04,13.35,3.36,89.32,12.8,332.29,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2007","min",-35.21,-43.24,-31.29,0,877.97,50.42,-38.83,0.16,271.14,1.48,3.48,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2007","obs_na",0,0,0,0,0,0,0,0,0,0,0,173,173,173,173,173,173
"Middlefork Creek","2008","mean",-3.15,-12.58,5.33,1.46,899.87,73,-8.35,1.35,5.45,6.88,119.04,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2008","max",17.29,10.99,29.5,94.2,919.1,98.52,12.14,3.94,89.62,18.18,352.9,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2008","min",-43.7,-53.55,-30.16,0,868.99,37.19,-48.3,0,270.07,0,3.22,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2008","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Middlefork Creek","2009","mean",-3.48,-12.51,4.61,1.12,901.32,74.32,-8.32,1.2,352.9,6.74,126.98,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2009","max",18.99,9.82,30.71,34.4,929.74,100,13.46,4.94,89.97,18,359.73,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2009","min",-46.5,-50.4,-37.96,0,872.28,33.17,-51.27,0,270.61,0,4.67,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2009","obs_na",0,0,0,0,1,0,0,0,0,0,0,365,365,365,365,365,365
"Middlefork Creek","2010","mean",-8.5,-16.3,-0.39,0.35,898.53,75,-12.97,0.91,352.21,5.94,101.22,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2010","max",7.47,-1.05,21.71,13.4,918.57,96.91,0.69,3.44,87.45,13.54,303.06,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2010","min",-32.29,-36.46,-25.18,0,871.35,44.96,-35.48,0,270.09,0,8.1,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,125,125,125,125,125,125
"Middlefork Creek","2011","mean",-7.1,-15.72,1.04,0.44,894.15,79.58,-10.71,0.98,346.46,6.45,54.72,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2011","max",12.57,6.62,20.19,10.4,914.39,100,5.85,3.63,87.75,13.92,212.85,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2011","min",-29.99,-35.06,-23.44,0,872.34,46.58,-32.8,0,273.42,0,4.46,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2011","obs_na",0,0,0,0,0,0,0,0,0,0,0,110,110,110,110,110,110
"Middlefork Creek","2012","mean",-3.2,-12.13,4.94,1.43,898.23,76.53,-7.94,1,353.5,6.7,129.35,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2012","max",17.63,9.03,30.31,54.82,917.88,100,13.74,4.28,89.84,14.1,364.01,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2012","min",-41.22,-47.72,-33.73,0,875.59,35.77,-45.63,0,271.62,0,6.02,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2012","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Middlefork Creek","2013","mean",-2.38,-11.37,6.16,1.09,900.61,78.58,-6.69,1.1,357.07,6.71,124.27,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2013","max",18.79,11.38,29.5,26.2,920.07,100,13.38,4.14,89.97,13.54,348.64,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2013","min",-35.79,-41.33,-30.17,0,876.87,41.48,-39.23,0,270.18,0,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2013","obs_na",0,0,0,0,0,0,0,0,0,0,1,365,365,365,365,365,365
"Middlefork Creek","2014","mean",-2.28,-11.85,6.43,0.81,899.96,77.24,-6.99,1.19,355.98,6.43,132.01,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2014","max",19,9.42,32.34,17.4,923.27,100,11,3.97,89.68,18.74,356.3,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2014","min",-35.97,-43.24,-27.06,0,876.1,45.73,-41.25,0,270.08,0,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2014","obs_na",0,0,0,0,0,0,0,0,0,0,0,349,349,349,349,349,349
"Middlefork Creek","2015","mean",-4.16,-12.87,4.46,0.51,896.4,79.6,-7.98,1.04,352.7,5.79,82.91,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2015","max",16.55,7.83,23.24,8.2,915.7,100,11.75,3.19,89.03,12.99,261.98,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2015","min",-32.44,-37.97,-24.3,0,877.15,38.15,-35.53,0,270.14,0,4.36,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2015","obs_na",0,0,0,0,0,0,0,0,0,0,0,147,147,147,147,147,147
"Middlefork Creek","2016","mean",-1.36,-9.74,6.55,2.02,899.48,81.29,-5.27,1.13,358.06,6.33,121.87,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2016","max",16,10.99,26.73,72.4,922.54,100,13.46,4.37,89.5,17.07,384.94,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2016","min",-33.79,-39.58,-27.06,0,877.98,44.56,-37.25,0,271.54,0,3.99,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Middlefork Creek","2017","mean",-2.27,-11.46,5.65,1,899.53,77.77,-6.76,1.04,5.85,6.68,126.69,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2017","max",18.42,10.6,32.59,22,919.62,100,11.62,3.77,89.97,16.51,374.53,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2017","min",-39.61,-45.35,-29.06,0,873.45,38.73,-42.67,0,270.35,1.48,5.97,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2017","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Middlefork Creek","2018","mean",-2.66,-11.65,5.41,1.1,900.75,77.01,-7.02,0.8,8.4,6.21,127.59,NA,NA,NA,NA,NA,NA
"Middlefork Creek","2018","max",20.39,8.04,31.92,47.4,918.27,99.95,12.92,3.97,89.97,14.09,372.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2018","min",-42.02,-46.42,-30.9,0,873.13,42.92,-45.15,0,270.05,0,2.69,Inf,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Middlefork Creek","2019","mean",-2.61,-11.43,5.45,1.26,900.82,79.15,-6.42,0.68,352.06,5.87,120.66,0.27,NA,NA,NA,NA,NA
"Middlefork Creek","2019","max",18.12,11.25,28.74,48.6,924.39,99.84,12.76,3.25,88.75,13.09,371.19,0.37,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2019","min",-35.87,-47.17,-27.09,0,878.7,45.7,-38.79,0,270.38,0,4.93,0.13,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,222,365,365,365,365,365
"Middlefork Creek","2020","mean",-3.16,-12.37,5.02,1.37,898.8,76.97,-7.28,0.84,359.15,6.49,120.78,0.21,NA,NA,NA,NA,NA
"Middlefork Creek","2020","max",20.37,10.35,27.6,60,923.63,99.4,13.82,2.87,89.79,13.09,337.71,0.45,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2020","min",-35.18,-41.05,-28.28,0,877.58,46.52,-37.85,0,271.08,1.51,5.29,0.1,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366
"Middlefork Creek","2021","mean",-2.82,-12.41,5.47,1.16,897.81,74.92,-7.47,0.87,356.3,6.53,124.73,0.19,NA,NA,NA,NA,NA
"Middlefork Creek","2021","max",23.89,13.55,36.5,46,925.07,99.87,15.38,3.14,89.92,17.11,365.98,0.45,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2021","min",-44.18,-46.87,-37.63,0,868.75,45.98,-47.35,0,270.55,1.01,2.59,0.09,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365
"Middlefork Creek","2022","mean",-2.68,-12.35,6.06,0.97,900.4,74.97,-7.34,0.85,359.45,6.37,125.86,0.17,NA,NA,NA,NA,NA
"Middlefork Creek","2022","max",18.18,10.61,31.28,50.2,931.27,98.22,13.26,3.31,88.98,13.59,360.72,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2022","min",-45.19,-48.11,-37.82,0,872.88,40.04,-48.43,0,270.01,1.01,3.05,0.08,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2022","obs_na",0,0,0,0,2,0,0,0,0,0,0,0,365,365,365,365,365
"Middlefork Creek","2023","mean",1.63,-8.5,10.44,1.2,899.28,74.89,-3.31,0.79,354.95,6.42,139.01,0.19,NA,NA,NA,NA,NA
"Middlefork Creek","2023","max",20.17,10.42,31.13,46.61,923.83,99.47,13.58,2.31,89.72,13.09,363.9,0.35,-Inf,-Inf,-Inf,-Inf,-Inf
"Middlefork Creek","2023","min",-31.66,-44.74,-21.32,0,874.28,48.23,-34.74,0,271.52,1.51,4.67,0.08,Inf,Inf,Inf,Inf,Inf
"Middlefork Creek","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,305,305,305,305,305
"Mt Edziza","2015","mean",-4.57,-6.18,-2.93,NA,821.14,89.87,-6.22,3.13,NA,8.93,40.34,NA,NA,NA,NA,NA,NA
"Mt Edziza","2015","max",5.59,4.61,6.97,-Inf,841.23,100,5.4,12.04,-Inf,25.51,132.33,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","2015","min",-16.53,-18.88,-14.24,Inf,802.09,27.95,-19.08,0,Inf,0,4.88,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","2015","obs_na",0,0,0,113,0,0,0,0,113,0,0,113,113,113,113,113,113
"Mt Edziza","2016","mean",-0.79,-2.91,1.62,0.81,826,86.67,-3.07,2.5,NA,8.68,101.61,NA,NA,NA,NA,NA,NA
"Mt Edziza","2016","max",15.85,12.34,20.1,17.6,847.4,100,9.7,12.1,-Inf,30.07,346.25,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","2016","min",-25.89,-29.12,-22.83,0,802.62,32.31,-28.46,0,Inf,0,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","2016","obs_na",0,0,0,218,0,0,0,0,366,0,0,366,366,366,366,366,366
"Mt Edziza","2017","mean",-2.46,-4.99,0.25,NA,827.04,84.41,-5.08,1.42,NA,7.36,NA,NA,NA,NA,NA,NA,NA
"Mt Edziza","2017","max",18.17,14.24,22.85,-Inf,846.01,100,7.83,11.56,-Inf,29.69,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","2017","min",-23.67,-25.73,-22.58,Inf,795.48,34.63,-27.53,0,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","2017","obs_na",0,0,0,365,22,0,0,0,365,0,365,365,365,365,365,365,365
"Mt Edziza","2018","mean",-3.4,-6.26,-0.42,NA,823.62,81.56,-6.56,1.09,NA,7.77,NA,NA,NA,NA,NA,NA,NA
"Mt Edziza","2018","max",19.06,15.63,25.02,-Inf,839.8,99.99,6.81,10.33,-Inf,27.41,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mt Edziza","2018","min",-26.04,-28.79,-22.99,Inf,798.2,26.96,-27.78,0,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Mt Edziza","2018","obs_na",0,0,0,194,137,0,0,0,194,0,194,194,194,194,194,194,194
"Nonda","2007","mean",-1.54,-3.83,1.06,2.8,821.47,76.85,-5.38,4.29,21.46,17.54,83.11,NA,NA,NA,NA,NA,NA
"Nonda","2007","max",18.84,16.38,22.09,25,836.48,99.99,10.25,7.99,87.63,38.41,273.28,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2007","min",-37.09,-39.58,-33.73,0,800.41,30.17,-40.45,0,271.2,0,4.57,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2007","obs_na",0,0,0,116,0,0,0,0,0,0,0,172,172,172,172,172,172
"Nonda","2008","mean",-3.53,Inf,-Inf,0.98,821.82,72.98,-8.11,4.2,18.44,16.69,119.39,NA,NA,NA,NA,NA,NA
"Nonda","2008","max",17.92,Inf,22.86,29.4,838.64,100,10.03,7.66,89.85,46.94,370.1,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2008","min",-35.85,-39.58,-Inf,0,791.76,19.75,-39.07,0.08,270.26,2.04,4.67,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2008","obs_na",10,0,0,176,0,9,10,0,0,0,0,366,366,366,366,366,366
"Nonda","2009","mean",-2.86,-5.83,0.25,0.94,823.33,72.15,-7.84,3.64,18.62,15.45,126.82,NA,NA,NA,NA,NA,NA
"Nonda","2009","max",19.58,16.38,22.48,37.2,846.9,100,11.97,8.18,89.95,46.94,352.45,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2009","min",-30.92,-35.05,-29.08,0,796.09,16.4,-33.62,0,270.2,0,4.98,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2009","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Nonda","2010","mean",-0.07,-3.03,3.03,0.74,823.01,69.63,-5.6,3.54,7.62,14.53,160.3,NA,NA,NA,NA,NA,NA
"Nonda","2010","max",17.03,14.47,20.19,26.6,841.16,100,9.03,7.52,88.89,32.28,391.04,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2010","min",-25.54,-30.16,-20.23,0,795.39,18.62,-27.98,0,270.71,0,6.96,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,225,225,225,225,225,225
"Nonda","2013","mean",-5.81,-9.18,-2.81,0.52,818.89,78.33,-9.49,3.83,NA,-Inf,46.73,NA,NA,NA,NA,NA,NA
"Nonda","2013","max",17.03,14.47,19.04,17,832.46,100,4.35,10.37,-Inf,27.7,220.27,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2013","min",-30.52,-32.48,-29.09,0,802.95,26.88,-33.14,0,Inf,-Inf,4.46,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2013","obs_na",0,0,0,0,83,0,0,83,112,0,0,112,112,112,112,112,112
"Nonda","2014","mean",0.28,-2.67,3.1,1.05,827.04,73.67,-4.75,4.76,NA,-Inf,90.93,NA,NA,NA,NA,NA,NA
"Nonda","2014","max",19.41,16,24.01,17,836.69,100,9.68,19.44,-Inf,43.56,334.64,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2014","min",-26,-27.06,-25.19,0,813.48,13.5,-28.18,0,Inf,-Inf,5.35,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2014","obs_na",0,0,0,92,106,0,0,14,187,0,0,187,187,187,187,187,187
"Nonda","2015","mean",-1.06,-4.1,2.08,NA,826.05,70.86,-6.46,5.37,NA,16.42,149.69,NA,NA,NA,NA,NA,NA
"Nonda","2015","max",16.4,11.38,20.95,-Inf,826.05,100,10.03,17.47,-Inf,40.79,358.07,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2015","min",-35.47,-37.97,-31.3,Inf,826.05,25.08,-38.63,0,Inf,0,5.61,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2015","obs_na",0,0,0,195,194,0,0,0,195,0,0,195,195,195,195,195,195
"Nonda","2016","mean",-3.82,-5.94,-1.31,0.74,823.35,77.66,-7.6,4.76,NA,14.27,67.82,NA,NA,NA,NA,NA,NA
"Nonda","2016","max",12.54,9.82,16.38,35.6,841.9,100,8.22,15.64,-Inf,36.76,264.88,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2016","min",-31.37,-33.73,-27.06,0,801.5,26.6,-34.09,0,Inf,0,6.29,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2016","obs_na",0,0,0,0,0,0,0,0,143,0,0,143,143,143,143,143,143
"Nonda","2017","mean",-0.71,Inf,-Inf,0.83,823.45,74.5,-5.27,5.45,24.57,15.87,120.98,NA,NA,NA,NA,NA,NA
"Nonda","2017","max",20.24,Inf,24.51,20.8,842.85,100,8.85,20.56,88.92,44.57,365.57,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2017","min",-32.76,-35.06,-Inf,0,797.16,31.27,-35.65,0.06,270.85,2.77,4.82,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2017","obs_na",79,0,0,0,0,79,79,0,221,0,0,365,365,365,365,365,365
"Nonda","2018","mean",-0.5,Inf,-Inf,0.7,823.51,71.92,-5.72,5.61,18.67,15.75,129.85,NA,NA,NA,NA,NA,NA
"Nonda","2018","max",16.93,Inf,20.06,38.2,842.09,100,5.1,18.3,89.95,39.56,363.33,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2018","min",-18.52,-20.98,-Inf,0,794.95,21.92,-22.11,0,270.15,0.19,5.71,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2018","obs_na",269,0,0,0,0,269,269,0,0,0,0,365,365,365,365,365,365
"Nonda","2019","mean",-0.19,Inf,-Inf,0.96,823.42,77.14,-4.1,5.36,19.18,14.95,122.83,NA,NA,NA,NA,NA,NA
"Nonda","2019","max",12.57,Inf,15.32,28.2,839.02,100,5.78,15.36,89.67,40.73,376.14,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2019","min",-22.8,-24.16,-Inf,0,802.49,25.01,-24.49,0,270.66,0,4.15,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2019","obs_na",249,0,0,0,0,249,249,0,0,0,0,365,365,365,365,365,365
"Nonda","2020","mean",-1.27,Inf,-Inf,1.07,821.15,78.07,-4.94,6,21.15,17.03,118.63,NA,NA,NA,NA,NA,NA
"Nonda","2020","max",11.15,Inf,15.2,22.2,842.8,100,8.08,17.48,89.09,44.44,374.11,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2020","min",-21.51,-23.52,-Inf,0,800.5,39.88,-23.14,0,270.25,0.19,5.76,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2020","obs_na",254,0,0,0,0,254,254,0,0,0,0,366,366,366,366,366,366
"Nonda","2021","mean",-0.51,Inf,-Inf,0.3,816.79,74.89,-4.88,5.91,19.44,16.77,61.84,NA,NA,NA,NA,NA,NA
"Nonda","2021","max",13.84,Inf,16.56,12,832.9,99.98,7.31,15.31,88.44,36.45,270.61,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
