"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Mackenzie Junction","2019","Mar","min",-20.12,-29.86,-9.64,0,918.31,50.36,-27.05,0.47,273.49,3.34,34.42,Inf,Inf,Inf,Inf,0.07,Inf
"Mackenzie Junction","2019","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2019","Apr","mean",3.53,-3.38,10.34,0.85,930.43,66.88,-2.81,1.29,329.43,7.37,192.82,NA,NA,NA,NA,27.51,NA
"Mackenzie Junction","2019","Apr","max",6.45,2.29,13.57,12.4,943.7,92.24,2.5,2.08,85.81,10.95,320.71,-Inf,-Inf,-Inf,-Inf,86.03,-Inf
"Mackenzie Junction","2019","Apr","min",0.48,-7.9,4.22,0,916.9,48.07,-7.65,0.61,279.74,4.08,86.13,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2019","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2019","May","mean",11.02,1.39,19.1,0.6,931.05,64.23,3.23,0.88,353.97,6.82,237.54,0.12,NA,NA,NA,17.41,NA
"Mackenzie Junction","2019","May","max",19.38,10.37,28.84,4.8,942.08,84.94,7.83,1.93,87.5,10.57,344.68,0.12,-Inf,-Inf,-Inf,51.27,-Inf
"Mackenzie Junction","2019","May","min",1.77,-3.81,6.33,0,923.45,39.33,-3.77,0.29,270.9,4.03,113.9,0.11,Inf,Inf,Inf,0.84,Inf
"Mackenzie Junction","2019","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,9,31,31,31,0,31
"Mackenzie Junction","2019","Jun","mean",12.97,5.69,19.54,1.08,933.25,71.77,7.37,0.84,346.39,7.23,222.19,0.1,NA,NA,NA,21.25,NA
"Mackenzie Junction","2019","Jun","max",17.91,10.49,26.82,9.4,940.98,87.41,12.3,1.61,87.39,12.08,346.55,0.11,-Inf,-Inf,-Inf,45.37,-Inf
"Mackenzie Junction","2019","Jun","min",7.01,-0.14,10.2,0,927.95,57.71,1.55,0.06,276.74,4.03,89.05,0.07,Inf,Inf,Inf,2.82,Inf
"Mackenzie Junction","2019","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2019","Jul","mean",14.5,7.73,20.95,3.72,933.17,79.42,10.48,0.58,324.12,6.8,195.84,0.11,NA,NA,NA,34.96,NA
"Mackenzie Junction","2019","Jul","max",18.64,11.03,28.87,25.4,940.67,92.94,13.03,1.43,79.3,11.07,327.23,0.15,-Inf,-Inf,-Inf,58.45,-Inf
"Mackenzie Junction","2019","Jul","min",11.81,3.54,15.53,0,921.4,56.05,6.85,0.02,272.83,3.02,91.71,0.04,Inf,Inf,Inf,10.83,Inf
"Mackenzie Junction","2019","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2019","Aug","mean",13,6.2,19.78,2.62,933.51,79.86,9.14,0.45,338.14,5.99,184.49,0.14,NA,NA,NA,40.42,NA
"Mackenzie Junction","2019","Aug","max",20.95,14.38,29.94,22.2,940.11,95.55,14.94,1.2,87.74,11.58,288.63,0.16,-Inf,-Inf,-Inf,92.65,-Inf
"Mackenzie Junction","2019","Aug","min",8.3,-0.99,10.93,0,924.51,63.45,4.74,0.12,273.95,3.52,52.6,0.13,Inf,Inf,Inf,7.89,Inf
"Mackenzie Junction","2019","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2019","Sep","mean",9.33,3.77,15.26,0.71,932.24,82.04,6.14,0.43,328.68,5.91,108.81,0.13,NA,NA,NA,40.67,NA
"Mackenzie Junction","2019","Sep","max",15.31,10.66,23.83,7.2,943.61,93.25,10.81,1.13,80.59,9.56,196.29,0.13,-Inf,-Inf,-Inf,80.61,-Inf
"Mackenzie Junction","2019","Sep","min",0.84,-6.55,6.25,0,923.58,65.62,-4.98,0.02,271.6,3.52,35.3,0.12,Inf,Inf,Inf,5.54,Inf
"Mackenzie Junction","2019","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2019","Oct","mean",2,-2.03,6.07,2.01,933.54,83.56,-0.67,0.61,315.75,6.14,57.81,0.13,NA,NA,NA,38.07,NA
"Mackenzie Junction","2019","Oct","max",7.21,5.75,12.39,14.8,950.66,96.19,5.1,1.66,63.07,10.57,120.3,0.15,-Inf,-Inf,-Inf,92.3,-Inf
"Mackenzie Junction","2019","Oct","min",-4.28,-8.36,0.33,0,911.77,64.23,-8.93,0,270.77,2.52,10.61,0.1,Inf,Inf,Inf,4.12,Inf
"Mackenzie Junction","2019","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2019","Nov","mean",-3.56,-7.59,0.04,2.69,935.23,89.43,-5.08,0.38,318.45,4.86,24.78,0.1,NA,NA,NA,44.27,NA
"Mackenzie Junction","2019","Nov","max",4.83,1.18,8.67,28.2,952.94,97.4,3.19,1.38,81.7,8.05,47.38,0.12,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2019","Nov","min",-16.82,-23.89,-10.9,0,921.33,76.86,-18.87,0,271.26,1.51,4.25,0.06,Inf,Inf,Inf,4.85,Inf
"Mackenzie Junction","2019","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2019","Dec","mean",-5.4,-7.94,-3.37,0.79,928.45,91.73,-6.54,0.38,323.5,4.19,12.64,0.05,NA,NA,NA,29.71,NA
"Mackenzie Junction","2019","Dec","max",0.54,-0.09,1.97,9.2,941.11,97.2,0.15,1.26,80.96,7.55,33.68,0.07,-Inf,-Inf,-Inf,99.41,-Inf
"Mackenzie Junction","2019","Dec","min",-11.8,-17.81,-8.8,0,917.4,85.85,-13.7,0,275.88,0,4.1,0.03,Inf,Inf,Inf,6.96,Inf
"Mackenzie Junction","2019","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2020","Jan","mean",-10.62,-14.93,-6.87,1.14,928.09,86.18,-12.48,0.55,332.48,5.68,22.89,0.11,NA,NA,NA,31.37,NA
"Mackenzie Junction","2020","Jan","max",1.55,-1.96,4.27,14.6,942.75,96.13,0.94,2.12,80.46,12.08,50.4,0.22,-Inf,-Inf,-Inf,80.37,-Inf
"Mackenzie Junction","2020","Jan","min",-32.39,-37.82,-25.61,0,913.4,71.92,-35.09,0,275.05,2.01,4,0.07,Inf,Inf,Inf,0.81,Inf
"Mackenzie Junction","2020","Jan","obs_na",0,0,0,0,0,0,0,0,2,0,0,0,31,31,31,0,31
"Mackenzie Junction","2020","Feb","mean",-5.08,-11.58,-0.01,0.7,931.55,83.22,-7.63,0.52,315.36,5.75,56.73,0.16,NA,NA,NA,22.72,NA
"Mackenzie Junction","2020","Feb","max",2.02,0.02,5.33,6.6,943.46,92.88,-1.16,1.8,71.01,10.57,105.19,0.18,-Inf,-Inf,-Inf,61.62,-Inf
"Mackenzie Junction","2020","Feb","min",-16.65,-27.65,-9.95,0,917.17,65,-18.82,0,271.32,1.01,22.9,0.14,Inf,Inf,Inf,4.66,Inf
"Mackenzie Junction","2020","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,0,29
"Mackenzie Junction","2020","Mar","mean",-6.27,-13.72,0.65,0.21,931.87,71.09,-11.08,0.02,329.27,6.35,130.36,0.12,NA,NA,NA,13.34,NA
"Mackenzie Junction","2020","Mar","max",3.48,-0.26,9.51,3.4,951.85,89.7,-1.44,0.19,82.73,10.57,202.75,0.14,-Inf,-Inf,-Inf,74.95,-Inf
"Mackenzie Junction","2020","Mar","min",-17.29,-28.92,-12.68,0,918.33,54.05,-24.11,0,272.23,0,20.93,0.11,Inf,Inf,Inf,1.25,Inf
"Mackenzie Junction","2020","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2020","Apr","mean",1.41,-6.57,8.77,0.75,933.64,64.51,-5.2,0.4,335.63,6.54,197.25,0.12,NA,NA,NA,14.11,NA
"Mackenzie Junction","2020","Apr","max",8.45,2.85,18.79,13,946.63,88.97,2.32,1.34,63.57,11.58,273.95,0.13,-Inf,-Inf,-Inf,63.14,-Inf
"Mackenzie Junction","2020","Apr","min",-13.56,-27.21,-3.6,0,921.49,49.39,-20.17,0,284.65,0,57.6,0.12,Inf,Inf,Inf,2.35,Inf
"Mackenzie Junction","2020","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2020","May","mean",9.56,0.69,16.84,1.77,932.86,67.1,2.74,0.84,344.1,6.93,238.16,0.11,NA,NA,NA,25.89,NA
"Mackenzie Junction","2020","May","max",14.02,7.64,23.71,15,947.72,89.32,11.29,1.89,76.99,11.07,338.69,0.13,-Inf,-Inf,-Inf,58.75,-Inf
"Mackenzie Junction","2020","May","min",5.15,-5.26,8.52,0,920.91,48.58,-3.28,0.42,272.2,4.53,91.92,0.11,Inf,Inf,Inf,3.11,Inf
"Mackenzie Junction","2020","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2020","Jun","mean",12.3,5.72,17.97,3.19,930.29,74.31,7.32,0.73,341.72,7,209.77,0.12,NA,NA,NA,31.58,NA
"Mackenzie Junction","2020","Jun","max",16.23,10.59,24.15,26.4,938.18,93.72,13.26,1.28,86.1,10.07,333.48,0.14,-Inf,-Inf,-Inf,93.19,-Inf
"Mackenzie Junction","2020","Jun","min",8.45,-1.61,10.52,0,922.1,59.56,1.8,0.08,277.69,3.52,37.45,0.11,Inf,Inf,Inf,4.24,Inf
"Mackenzie Junction","2020","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2020","Jul","mean",14.44,9.02,20.36,3.91,931.8,81.81,10.97,0.65,325.8,6.17,194.26,0.13,NA,NA,NA,42.33,NA
"Mackenzie Junction","2020","Jul","max",20,12.7,30.55,23.6,938.49,95.07,15.04,1.64,89.1,11.07,323.38,0.15,-Inf,-Inf,-Inf,89.39,-Inf
"Mackenzie Junction","2020","Jul","min",10.54,4.95,13.47,0,921.96,65.58,8.82,0.23,283.36,4.03,88.69,0.11,Inf,Inf,Inf,6.3,Inf
"Mackenzie Junction","2020","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2020","Aug","mean",12.46,5.98,19.01,2.91,931.64,82,9.07,0.58,320.14,6.41,165.14,0.12,NA,NA,NA,48.15,NA
"Mackenzie Junction","2020","Aug","max",20.02,12.17,28.82,21,938.03,96.65,14.57,1.22,88.97,9.06,286.1,0.14,-Inf,-Inf,-Inf,88.58,-Inf
"Mackenzie Junction","2020","Aug","min",7.24,-1.5,13.04,0,923.47,70,3.63,0.23,278.16,3.52,45.5,0.11,Inf,Inf,Inf,23.73,Inf
"Mackenzie Junction","2020","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2020","Sep","mean",10.11,3.37,17.23,1.42,934.35,82.35,6.91,0.47,324.33,5.44,132.83,0.12,NA,NA,NA,45.65,NA
"Mackenzie Junction","2020","Sep","max",18.04,9.31,26.52,8.6,951.64,94.33,11.07,1.07,59.25,8.05,210.93,0.14,-Inf,-Inf,-Inf,87.97,-Inf
"Mackenzie Junction","2020","Sep","min",4.78,-4.74,8.82,0,915.95,66.92,1.37,0.02,272.37,2.01,30.56,0.1,Inf,Inf,Inf,6.32,Inf
"Mackenzie Junction","2020","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2020","Oct","mean",0.69,-4.49,5.71,2.13,934.77,85.58,-1.65,0.41,333.22,5.13,68.04,0.11,NA,NA,NA,46.73,NA
"Mackenzie Junction","2020","Oct","max",12.11,6.99,21.29,21.2,952.05,97.53,9.34,1.28,87.16,8.05,139.73,0.15,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2020","Oct","min",-8.64,-15.14,-4.87,0,913.92,67.84,-13.35,0,270.15,1.51,8.89,0.06,Inf,Inf,Inf,5.47,Inf
"Mackenzie Junction","2020","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2020","Nov","mean",-2.94,-6.24,-0.27,1.03,927.18,90.11,-4.37,0.48,335.44,5.55,21.44,0.1,NA,NA,NA,37.7,NA
"Mackenzie Junction","2020","Nov","max",7.32,5.54,8.92,8.8,941.6,96.28,4.9,1.8,89.6,10.57,64.31,0.14,-Inf,-Inf,-Inf,91.81,-Inf
"Mackenzie Junction","2020","Nov","min",-12.43,-20.36,-6.58,0,908.93,74.57,-14.62,0,271.55,2.52,4.52,0.09,Inf,Inf,Inf,6.74,Inf
"Mackenzie Junction","2020","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2020","Dec","mean",-3.56,-6.92,-0.88,0.9,931.17,89.91,-5.04,0.26,317.41,4.38,13.32,0.1,NA,NA,NA,41.76,NA
"Mackenzie Junction","2020","Dec","max",3.62,2.4,6.96,10,945.7,96.15,0.86,1.32,89.5,9.56,39.88,0.12,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2020","Dec","min",-15.79,-22.42,-11.47,0,915.97,75.84,-18.34,0,272.35,0,2.17,0.1,Inf,Inf,Inf,9.19,Inf
"Mackenzie Junction","2020","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2021","Jan","mean",-6.83,-11.15,-3.47,1.51,929.08,87.82,-8.55,0.47,316.54,5.12,24.31,0.1,NA,NA,NA,34.55,NA
"Mackenzie Junction","2021","Jan","max",1.62,0.52,4.09,25,946.39,96.33,0.49,2.33,88.78,13.59,62.43,0.11,-Inf,-Inf,-Inf,79.27,-Inf
"Mackenzie Junction","2021","Jan","min",-21.17,-29.39,-16.37,0,905.42,74.95,-24.35,0,270.09,1.51,3,0.1,Inf,Inf,Inf,2.3,Inf
"Mackenzie Junction","2021","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2021","Feb","mean",-12.44,-19,-6.9,0.52,932.89,80.37,-15.21,0.73,354.15,5.95,60.88,0.09,NA,NA,NA,10.28,NA
"Mackenzie Junction","2021","Feb","max",1.95,-1.21,5.67,6,956.8,92.73,-0.09,1.97,89.63,12.58,106.6,0.1,-Inf,-Inf,-Inf,29,-Inf
"Mackenzie Junction","2021","Feb","min",-30.52,-37.06,-23.57,0,914.73,67.77,-34.15,0,275.25,2.01,11.44,0.08,Inf,Inf,Inf,0.37,Inf
"Mackenzie Junction","2021","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,28
"Mackenzie Junction","2021","Mar","mean",-0.44,-6.9,5.1,0.92,928.19,73.75,-4.95,0.8,329.02,7.06,105.35,0.1,NA,NA,NA,21.64,NA
"Mackenzie Junction","2021","Mar","max",6.65,3.22,11.42,10.8,937.65,92.8,0.28,1.74,77.38,13.09,196.4,0.11,-Inf,-Inf,-Inf,80.49,-Inf
"Mackenzie Junction","2021","Mar","min",-8.67,-19.33,-0.37,0,919.5,54.88,-15.42,0.04,272.56,4.03,17.75,0.09,Inf,Inf,Inf,3.51,Inf
"Mackenzie Junction","2021","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2021","Apr","mean",3.15,-4.22,10.34,0.63,934.26,65.98,-3.41,0.73,340.42,6.43,202.42,0.11,NA,NA,NA,19.79,NA
"Mackenzie Junction","2021","Apr","max",7.67,4.35,19.79,10.2,950.35,95.82,7.01,1.43,58.72,11.58,284.41,0.12,-Inf,-Inf,-Inf,98.5,-Inf
"Mackenzie Junction","2021","Apr","min",-0.92,-10.55,4.53,0,919.99,48.78,-8.81,0.21,273.72,3.52,68.06,0.1,Inf,Inf,Inf,2.96,Inf
"Mackenzie Junction","2021","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2021","May","mean",8.62,0.57,15.79,1.34,933.45,70.91,2.81,0.06,324.35,0.88,207.13,0.11,NA,NA,NA,30.93,NA
"Mackenzie Junction","2021","May","max",13.2,5.33,22.46,15.6,938.52,93.83,10.35,0.5,88.97,9.06,336.19,0.12,-Inf,-Inf,-Inf,82.94,-Inf
"Mackenzie Junction","2021","May","min",4.41,-3.84,8.12,0,923.76,51.13,-0.39,0,282.43,0,87.23,0.1,Inf,Inf,Inf,4,Inf
"Mackenzie Junction","2021","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2021","Jun","mean",15.63,6.48,23.6,1.57,931.37,68.01,8.73,0.59,334.81,6.06,274.16,0.1,NA,NA,NA,27.87,NA
"Mackenzie Junction","2021","Jun","max",27.46,15.08,38.7,10.6,939.59,93.91,17.12,1.15,62.98,9.56,356.51,0.13,-Inf,-Inf,-Inf,62.52,-Inf
"Mackenzie Junction","2021","Jun","min",8.3,-0.59,14.96,0,922.55,51.75,2.35,0,273.3,0,149.26,0.06,Inf,Inf,Inf,4.68,Inf
"Mackenzie Junction","2021","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2021","Jul","mean",16.35,7.41,24.34,1.92,934.39,72.29,10.47,0.51,337.97,6.17,234.69,0.07,NA,NA,NA,30.61,NA
"Mackenzie Junction","2021","Jul","max",21.6,10.88,31.92,21.4,939.2,90.36,14.51,1.11,71.7,9.06,344.57,0.1,-Inf,-Inf,-Inf,55.91,-Inf
"Mackenzie Junction","2021","Jul","min",11.65,3.8,14.38,0,928.2,53.45,7.41,0.15,274.95,3.52,65.67,0.02,Inf,Inf,Inf,4.02,Inf
"Mackenzie Junction","2021","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2021","Aug","mean",14.61,7.04,22.15,0.72,932.01,74.18,9.42,0.55,335.71,6.24,179.38,0.03,NA,NA,NA,34.43,NA
"Mackenzie Junction","2021","Aug","max",22.83,14.96,33.42,5.2,940.35,92.05,16.54,1.43,89.36,10.07,292.12,0.07,-Inf,-Inf,-Inf,81.74,-Inf
"Mackenzie Junction","2021","Aug","min",8.03,0.3,10.27,0,925.1,56.53,4.33,0.04,270.26,3.02,42.08,0.01,Inf,Inf,Inf,4.56,Inf
"Mackenzie Junction","2021","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2021","Sep","mean",9.49,3.34,15.54,2.43,929.32,81.6,6.12,0.56,303.02,6.53,112.16,0.04,NA,NA,NA,46.94,NA
"Mackenzie Junction","2021","Sep","max",14.76,8.12,24.68,10,940.21,95.33,9.86,1.62,36.03,11.07,221.03,0.1,-Inf,-Inf,-Inf,92.16,-Inf
"Mackenzie Junction","2021","Sep","min",5.17,-1.67,7.27,0,915.73,63.76,1.39,0.04,273.3,2.52,25.92,0.01,Inf,Inf,Inf,9.56,Inf
"Mackenzie Junction","2021","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2021","Oct","mean",1.63,-2.64,6.08,1.32,927.99,86.91,-0.47,0.36,321.86,5.29,60.07,0.1,NA,NA,NA,50.32,NA
"Mackenzie Junction","2021","Oct","max",7.55,2.82,14.22,7.2,944.74,97.05,4.01,1.49,87.09,13.09,145.56,0.11,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2021","Oct","min",-8.23,-12.49,-2.71,0,908.46,63.58,-9.26,0,271.56,2.52,13.37,0.09,Inf,Inf,Inf,5.69,Inf
"Mackenzie Junction","2021","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2021","Nov","mean",-0.97,-4.12,2.05,2.11,927.25,90.38,-2.4,0.41,327.37,5.55,24.74,0.1,NA,NA,NA,50.39,NA
"Mackenzie Junction","2021","Nov","max",3.76,2.56,7.7,12.6,938.87,97.68,3.12,1.22,86.98,8.56,54.99,0.11,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2021","Nov","min",-6.1,-12.82,-2.89,0,916.01,75.91,-7.46,0,280.17,2.52,3.94,0.08,Inf,Inf,Inf,12.67,Inf
"Mackenzie Junction","2021","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2021","Dec","mean",-16.35,-21.91,-12.14,0.01,928.54,82.57,-18.65,0.38,335.94,5.03,19.29,0.09,NA,NA,NA,14.77,NA
"Mackenzie Junction","2021","Dec","max",1.59,-1.04,3.91,0.2,946.02,91.53,-1.13,1.59,84.05,11.07,41.08,0.11,-Inf,-Inf,-Inf,52.3,-Inf
"Mackenzie Junction","2021","Dec","min",-30.77,-40.06,-26.02,0,902.71,67.02,-33.63,0,274.93,1.01,4.52,0.05,Inf,Inf,Inf,0.05,Inf
"Mackenzie Junction","2021","Dec","obs_na",0,0,0,0,0,0,0,0,1,0,0,0,31,31,31,0,31
"Mackenzie Junction","2022","Jan","mean",-9.05,-14.51,-4.84,1.23,934.06,85.7,-11.03,0.37,323.56,5.05,21.94,0.07,NA,NA,NA,36.74,NA
"Mackenzie Junction","2022","Jan","max",2.31,-0.12,8.07,12.8,949.78,96.6,0.38,1.05,82.47,9.06,58.37,0.11,-Inf,-Inf,-Inf,98.01,-Inf
"Mackenzie Junction","2022","Jan","min",-29.11,-36.33,-27.03,0,918.96,72.11,-32.06,0,272.71,1.51,4.26,0.03,Inf,Inf,Inf,1.4,Inf
"Mackenzie Junction","2022","Jan","obs_na",0,0,0,0,0,0,0,0,1,0,0,0,31,31,31,0,31
"Mackenzie Junction","2022","Feb","mean",-5.21,-11.71,-0.52,0.56,936.22,76.73,-8.9,0.59,331.85,5.52,50.79,0.11,NA,NA,NA,18.77,NA
"Mackenzie Junction","2022","Feb","max",4.74,2.4,8.79,10.6,951.38,94.98,2.22,1.53,87.62,9.56,113.11,0.14,-Inf,-Inf,-Inf,79.39,-Inf
"Mackenzie Junction","2022","Feb","min",-19.9,-30.48,-13.28,0,920.8,56.74,-24.9,0,271.04,2.52,9.25,0.09,Inf,Inf,Inf,0.71,Inf
"Mackenzie Junction","2022","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,28
"Mackenzie Junction","2022","Mar","mean",-0.83,-7.22,5.14,0.95,931.92,76.52,-4.87,0.53,326.29,5.72,113,0.12,NA,NA,NA,29.67,NA
"Mackenzie Junction","2022","Mar","max",5.2,2.26,11.73,4.8,949.37,93.21,2.82,1.28,86.21,8.56,209.05,0.14,-Inf,-Inf,-Inf,89.88,-Inf
"Mackenzie Junction","2022","Mar","min",-11.23,-24.43,-2.45,0,921.63,57.98,-17.03,0,273.25,1.51,25.2,0.1,Inf,Inf,Inf,3.46,Inf
"Mackenzie Junction","2022","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2022","Apr","mean",0.43,-6.06,6.51,0.47,931.05,69.56,-5.03,0.69,341.98,6.58,176.54,0.12,NA,NA,NA,23.89,NA
"Mackenzie Junction","2022","Apr","max",7.15,1.53,14.55,6.4,944.55,90.76,2.46,1.8,75.8,10.57,293.12,0.14,-Inf,-Inf,-Inf,80.37,-Inf
"Mackenzie Junction","2022","Apr","min",-9.04,-16.2,-5.61,0,906.53,53.96,-16.74,0.08,271.96,3.52,78.64,0.1,Inf,Inf,Inf,2.2,Inf
"Mackenzie Junction","2022","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2022","May","mean",7,-0.27,13.07,1.72,929.51,72.71,1.58,0.65,326.7,6.85,192.77,0.11,NA,NA,NA,36.93,NA
"Mackenzie Junction","2022","May","max",12.32,5.97,22.8,10.6,943.11,94.78,6.01,1.45,54.5,10.07,335.31,0.12,-Inf,-Inf,-Inf,94.9,-Inf
"Mackenzie Junction","2022","May","min",3.84,-6.33,6.71,0,918.33,43.8,-4.02,0.15,275.35,4.03,54.47,0.1,Inf,Inf,Inf,3.38,Inf
"Mackenzie Junction","2022","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2022","Jun","mean",13.46,4.63,20.92,1.58,931.53,71.95,7.64,0.59,339.59,6.43,236.86,0.11,NA,NA,NA,35.09,NA
"Mackenzie Junction","2022","Jun","max",18.63,11.86,27.53,9.2,942.71,93.07,11.72,0.9,82.13,10.57,349.15,0.11,-Inf,-Inf,-Inf,70.78,-Inf
"Mackenzie Junction","2022","Jun","min",8.65,-1.56,13.47,0,922.11,50.26,1.86,0.19,279.62,4.03,119.27,0.09,Inf,Inf,Inf,6.94,Inf
"Mackenzie Junction","2022","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2022","Jul","mean",16.97,7.97,24.75,0.51,932.64,69.26,10.51,0.56,335.33,6.25,238.19,0.04,NA,NA,NA,25.46,NA
"Mackenzie Junction","2022","Jul","max",24.46,13.76,34.68,4.6,936.77,88.01,15.09,1.26,88.68,9.56,349.37,0.09,-Inf,-Inf,-Inf,61.69,-Inf
"Mackenzie Junction","2022","Jul","min",12.32,1.34,17.84,0,929.07,57.09,6.94,0.17,276.67,4.53,89.17,0,Inf,Inf,Inf,5.52,Inf
"Mackenzie Junction","2022","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2022","Aug","mean",17.39,7.96,26.74,0.78,932.63,69.84,10.81,0.45,324.92,5.99,214.15,0.02,NA,NA,NA,33.29,NA
"Mackenzie Junction","2022","Aug","max",21.21,12.48,33.52,9.6,939.67,92.88,13.8,0.96,20.12,9.56,300.77,0.06,-Inf,-Inf,-Inf,75.25,-Inf
"Mackenzie Junction","2022","Aug","min",11.48,2.34,16.15,0,925.57,56.86,6.06,0.1,278.68,3.52,52.17,0,Inf,Inf,Inf,13.85,Inf
"Mackenzie Junction","2022","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,20,31,31,31,0,31
"Mackenzie Junction","2022","Sep","mean",10.69,2.61,19.33,0.46,933.3,77.81,6.33,0.31,328.8,5.18,144.38,0.03,NA,NA,NA,44.48,NA
"Mackenzie Junction","2022","Sep","max",15.63,9.9,28.74,3.4,941.32,95.98,10.74,0.69,87.03,10.07,228.27,0.05,-Inf,-Inf,-Inf,95.93,-Inf
"Mackenzie Junction","2022","Sep","min",7.16,-3.12,11.35,0,926.15,64.18,2.54,0.04,282.54,3.02,39.16,0.02,Inf,Inf,Inf,3.85,Inf
"Mackenzie Junction","2022","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2022","Oct","mean",9.77,0.12,19.46,0,936.25,76.12,5.17,0.33,338.94,4.78,135.72,0.02,NA,NA,NA,42.98,NA
"Mackenzie Junction","2022","Oct","max",13.98,4.77,22.18,0,937.54,80.44,8.57,0.73,16.32,7.05,146.8,0.02,-Inf,-Inf,-Inf,54.41,-Inf
