"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg"
"Atlin Monarch Mt","2015","Apr","mean",NA,NA,NA,0.19,NA,NA,NA,4.18,NA,10.52,190.47
"Atlin Monarch Mt","2015","Apr","max",-Inf,-Inf,-Inf,5.6,-Inf,-Inf,-Inf,7.41,-Inf,17.25,307.75
"Atlin Monarch Mt","2015","Apr","min",Inf,Inf,Inf,0,Inf,Inf,Inf,2.17,Inf,6.12,104.36
"Atlin Monarch Mt","2015","Apr","obs_na",30,30,30,0,30,30,30,17,30,17,0
"Atlin Monarch Mt","2015","May","mean",NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,280.54
"Atlin Monarch Mt","2015","May","max",-Inf,-Inf,-Inf,1.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,361.61
"Atlin Monarch Mt","2015","May","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,163.85
"Atlin Monarch Mt","2015","May","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2015","Jun","mean",NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,256.15
"Atlin Monarch Mt","2015","Jun","max",-Inf,-Inf,-Inf,7.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,347.13
"Atlin Monarch Mt","2015","Jun","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,96.36
"Atlin Monarch Mt","2015","Jun","obs_na",30,30,30,0,30,30,30,30,30,30,0
"Atlin Monarch Mt","2015","Jul","mean",NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,210.36
"Atlin Monarch Mt","2015","Jul","max",-Inf,-Inf,-Inf,8.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,324.31
"Atlin Monarch Mt","2015","Jul","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,41.72
"Atlin Monarch Mt","2015","Jul","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2015","Aug","mean",NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,153.03
"Atlin Monarch Mt","2015","Aug","max",-Inf,-Inf,-Inf,18,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,276.86
"Atlin Monarch Mt","2015","Aug","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,43.16
"Atlin Monarch Mt","2015","Aug","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2015","Sep","mean",NA,NA,NA,1.47,NA,NA,NA,NA,NA,NA,102.94
"Atlin Monarch Mt","2015","Sep","max",-Inf,-Inf,-Inf,15,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,196.44
"Atlin Monarch Mt","2015","Sep","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,40.66
"Atlin Monarch Mt","2015","Sep","obs_na",30,30,30,0,30,30,30,30,30,30,0
"Atlin Monarch Mt","2015","Oct","mean",NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,59.28
"Atlin Monarch Mt","2015","Oct","max",-Inf,-Inf,-Inf,11.2,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,132.8
"Atlin Monarch Mt","2015","Oct","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,12.02
"Atlin Monarch Mt","2015","Oct","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2015","Nov","mean",NA,NA,NA,0,NA,NA,NA,3.43,NA,9.63,19.23
"Atlin Monarch Mt","2015","Nov","max",-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,9.57,-Inf,20.22,37.27
"Atlin Monarch Mt","2015","Nov","min",Inf,Inf,Inf,0,Inf,Inf,Inf,0,Inf,0.19,7.18
"Atlin Monarch Mt","2015","Nov","obs_na",30,30,30,0,30,30,30,19,30,19,0
"Atlin Monarch Mt","2015","Dec","mean",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.63
"Atlin Monarch Mt","2015","Dec","max",-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,19.72
"Atlin Monarch Mt","2015","Dec","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,4.15
"Atlin Monarch Mt","2015","Dec","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2016","Jan","mean",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,15.88
"Atlin Monarch Mt","2016","Jan","max",-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,48.99
"Atlin Monarch Mt","2016","Jan","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,5.7
"Atlin Monarch Mt","2016","Jan","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2016","Feb","mean",NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,52.62
"Atlin Monarch Mt","2016","Feb","max",-Inf,-Inf,-Inf,0.2,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,107.9
"Atlin Monarch Mt","2016","Feb","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,13.47
"Atlin Monarch Mt","2016","Feb","obs_na",29,29,29,0,29,29,29,29,29,29,0
"Atlin Monarch Mt","2016","Mar","mean",NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,110.56
"Atlin Monarch Mt","2016","Mar","max",-Inf,-Inf,-Inf,0.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,197.44
"Atlin Monarch Mt","2016","Mar","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,47.38
"Atlin Monarch Mt","2016","Mar","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2016","Apr","mean",NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,180.35
"Atlin Monarch Mt","2016","Apr","max",-Inf,-Inf,-Inf,6.4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,272.33
"Atlin Monarch Mt","2016","Apr","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,83.21
"Atlin Monarch Mt","2016","Apr","obs_na",30,30,30,0,30,30,30,30,30,30,0
"Atlin Monarch Mt","2016","May","mean",NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,231.34
"Atlin Monarch Mt","2016","May","max",-Inf,-Inf,-Inf,12,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,329
"Atlin Monarch Mt","2016","May","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,124.94
"Atlin Monarch Mt","2016","May","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2016","Jun","mean",NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,282.18
"Atlin Monarch Mt","2016","Jun","max",-Inf,-Inf,-Inf,3.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,383.07
"Atlin Monarch Mt","2016","Jun","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,148.65
"Atlin Monarch Mt","2016","Jun","obs_na",30,30,30,0,30,30,30,30,30,30,0
"Atlin Monarch Mt","2016","Jul","mean",NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,224.28
"Atlin Monarch Mt","2016","Jul","max",-Inf,-Inf,-Inf,8.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,352.39
"Atlin Monarch Mt","2016","Jul","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,72.59
"Atlin Monarch Mt","2016","Jul","obs_na",31,31,31,0,31,31,31,31,31,31,0
"Atlin Monarch Mt","2016","Aug","mean",NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,225.55
"Atlin Monarch Mt","2016","Aug","max",-Inf,-Inf,-Inf,7.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,303.8
"Atlin Monarch Mt","2016","Aug","min",Inf,Inf,Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,81.03
"Atlin Monarch Mt","2016","Aug","obs_na",31,31,31,19,31,31,31,31,31,31,19
"Atlin Monarch Mt","2016","Sep","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2016","Sep","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2016","Sep","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2016","Sep","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Atlin Monarch Mt","2016","Oct","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2016","Oct","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2016","Oct","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2016","Oct","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Atlin Monarch Mt","2016","Nov","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2016","Nov","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2016","Nov","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2016","Nov","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Atlin Monarch Mt","2016","Dec","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2016","Dec","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2016","Dec","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2016","Dec","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Atlin Monarch Mt","2017","Jan","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2017","Jan","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2017","Jan","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2017","Jan","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Atlin Monarch Mt","2017","Feb","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2017","Feb","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2017","Feb","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2017","Feb","obs_na",28,28,28,28,28,28,28,28,28,28,28
"Atlin Monarch Mt","2017","Mar","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2017","Mar","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2017","Mar","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2017","Mar","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Atlin Monarch Mt","2017","Apr","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2017","Apr","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2017","Apr","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2017","Apr","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Atlin Monarch Mt","2017","May","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2017","May","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2017","May","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2017","May","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Atlin Monarch Mt","2017","Jun","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2017","Jun","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2017","Jun","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2017","Jun","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Atlin Monarch Mt","2017","Jul","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlin Monarch Mt","2017","Jul","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Atlin Monarch Mt","2017","Jul","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Atlin Monarch Mt","2017","Jul","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Atlin Monarch Mt","2017","Aug","mean",5.95,3.41,9.37,1.14,852.42,84.54,3.43,3.22,64.64,9.59,161.86
"Atlin Monarch Mt","2017","Aug","max",9.99,6.2,15.01,12.6,860.5,95.14,7.79,4.72,74.33,12.08,214.93
"Atlin Monarch Mt","2017","Aug","min",4.16,1.32,6.79,0,846.3,71.49,0.8,2.1,47.34,7.55,108.01
"Atlin Monarch Mt","2017","Aug","obs_na",15,15,15,15,15,15,15,15,15,15,15
"Atlin Monarch Mt","2017","Sep","mean",4.86,2.16,8.11,0.84,854.08,84.91,2.36,2.46,46.07,8.24,126.62
"Atlin Monarch Mt","2017","Sep","max",13.61,9.09,18.34,5.6,863,99,8.51,5.75,81.61,14.09,209.52
"Atlin Monarch Mt","2017","Sep","min",1.3,-1.44,3.54,0,842.9,66.34,-1.59,0.1,310.27,3.52,40.45
"Atlin Monarch Mt","2017","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2017","Oct","mean",-1.75,-3.46,0.15,0.35,850.64,86.4,-4.01,2.66,43.82,10.28,50.99
"Atlin Monarch Mt","2017","Oct","max",5.01,2.1,9.11,8.6,867.5,99.03,0.5,5.91,83.35,16.61,130.1
"Atlin Monarch Mt","2017","Oct","min",-5.62,-7.48,-4.44,0,825.9,42.53,-10.07,0.34,283.24,5.03,17.59
"Atlin Monarch Mt","2017","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2017","Nov","mean",-14,-16.35,-11.33,0,847.24,88.95,-15.49,1.09,22.33,4.46,19.09
"Atlin Monarch Mt","2017","Nov","max",-5.45,-7.35,-3.66,0,869.2,97.28,-6.41,5.68,89.63,15.6,56.44
"Atlin Monarch Mt","2017","Nov","min",-23.03,-26.08,-18.34,0,830.9,76.5,-24.73,0,274.06,0,3.88
"Atlin Monarch Mt","2017","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2017","Dec","mean",-8,-10.07,-5.89,0.17,871.85,78.45,-11.44,2.86,32.11,10.16,10.73
"Atlin Monarch Mt","2017","Dec","max",2.25,1.75,2.9,1.8,1054.8,99.7,-0.35,6.54,87.7,17.61,15.82
"Atlin Monarch Mt","2017","Dec","min",-25.76,-27.52,-24,0,803.8,39.4,-30.52,0.04,271.87,2.52,5.87
"Atlin Monarch Mt","2017","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","Jan","mean",-11.33,-13.78,-8.97,0.34,846.78,91.14,-12.52,1.07,10.45,4.12,17.28
"Atlin Monarch Mt","2018","Jan","max",3.34,1.75,5.44,10.6,857.2,98.36,0.86,7.07,87,16.61,74.26
"Atlin Monarch Mt","2018","Jan","min",-28.81,-30.41,-26.55,0,835.7,77.2,-30.74,0,271.03,0,5.14
"Atlin Monarch Mt","2018","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","Feb","mean",-13.6,-16.59,-10.7,0,853.83,79.53,-16.94,2.19,339.89,7.96,49.68
"Atlin Monarch Mt","2018","Feb","max",-5.99,-9.03,-2.42,0,868.5,95.56,-7.23,5.89,83.68,21.14,84.41
"Atlin Monarch Mt","2018","Feb","min",-27.52,-29.12,-25.38,0,832.7,30.68,-29.42,0,270.24,0,12.33
"Atlin Monarch Mt","2018","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","Mar","mean",-9.01,-11.32,-6.6,0.04,851.65,79.91,-12.12,2.23,31.56,7.87,118.38
"Atlin Monarch Mt","2018","Mar","max",2.79,0.91,5.13,0.4,862.4,96.19,-2.29,6.33,87.98,15.6,204.36
"Atlin Monarch Mt","2018","Mar","min",-20.04,-23.67,-18.43,0,834.5,41.15,-22.53,0,277.63,1.01,49.42
"Atlin Monarch Mt","2018","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","Apr","mean",-4.62,-7.24,-1.85,0.07,850.39,74.88,-8.63,3.24,19.77,10.07,198.93
"Atlin Monarch Mt","2018","Apr","max",0.73,-1.9,4.35,1.6,858.7,98.2,-1.62,5.85,81.7,16.61,278.85
"Atlin Monarch Mt","2018","Apr","min",-13.28,-15.63,-11.11,0,841.5,47.17,-17.41,1.13,274.34,5.54,70.77
"Atlin Monarch Mt","2018","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","May","mean",3.18,0,6.67,0.3,854.24,69.88,-2.28,3.3,57.79,10.5,257.22
"Atlin Monarch Mt","2018","May","max",9.79,6.84,14.65,3.8,862.6,88.39,1.46,6.02,84.21,14.59,395.78
"Atlin Monarch Mt","2018","May","min",-3.65,-6.2,-0.82,0,846.6,34.76,-7.51,0.88,272.18,5.54,107.13
"Atlin Monarch Mt","2018","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","Jun","mean",6.07,2.57,10.13,0.73,854.49,72.94,1,2.26,49.1,8.98,259.85
"Atlin Monarch Mt","2018","Jun","max",17.09,12.24,22.13,7.2,863.7,96.69,5.42,3.61,87.48,12.08,379.06
"Atlin Monarch Mt","2018","Jun","min",0.08,-1.27,1.51,0,846.3,38.32,-1.29,0.36,270.72,5.54,76.03
"Atlin Monarch Mt","2018","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","Jul","mean",10.9,7.43,15.07,0.67,862.77,67.66,4.54,2.19,42.9,8.28,264.71
"Atlin Monarch Mt","2018","Jul","max",18.86,14.43,22.92,9.4,870.5,89.21,8.17,4.2,88.98,12.58,362.18
"Atlin Monarch Mt","2018","Jul","min",4.49,1.56,6.71,0,855.3,45.83,0.68,0.31,270.73,4.53,98.27
"Atlin Monarch Mt","2018","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin Monarch Mt","2018","Aug","mean",8.43,5.62,12.17,1,856.77,76.84,4.33,3.12,64.51,10.54,187.66
"Atlin Monarch Mt","2018","Aug","max",17.93,12.03,22.85,7.4,867.3,97.02,6.98,4.93,88.49,14.59,306.03
"Atlin Monarch Mt","2018","Aug","min",3.55,1.83,6.89,0,849.6,46.85,-0.43,1.47,274.24,7.05,81.24
"Atlin Monarch Mt","2018","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Atlin School","2010","Aug","mean",9,4.74,13.52,1.75,NA,NA,NA,0.23,37.5,3.12,63.24
"Atlin School","2010","Aug","max",9.71,7.62,16.56,7.6,-Inf,-Inf,-Inf,0.39,74.93,4.27,109.73
"Atlin School","2010","Aug","min",7.94,1.29,10.27,0,Inf,Inf,Inf,0.05,0.69,2.04,6.55
"Atlin School","2010","Aug","obs_na",0,0,0,0,12,12,12,0,0,0,0
"Atlin School","2010","Sep","mean",6.86,2.63,11.9,1.51,NA,NA,NA,0.24,14.11,3.23,41.89
"Atlin School","2010","Sep","max",10.26,7.09,18.03,11.4,-Inf,-Inf,-Inf,0.6,84.65,4.82,76.35
"Atlin School","2010","Sep","min",1.57,-2.13,2.69,0,Inf,Inf,Inf,0.06,280.96,2.04,11.7
"Atlin School","2010","Sep","obs_na",0,0,0,0,30,30,30,0,0,0,0
"Atlin School","2010","Oct","mean",2.33,-0.24,5.5,1.22,NA,NA,NA,0.32,359.15,3.8,20.77
"Atlin School","2010","Oct","max",6.51,4.53,13.06,9.8,-Inf,-Inf,-Inf,0.94,63.74,6.68,43.06
"Atlin School","2010","Oct","min",-2.42,-6.23,1.7,0,Inf,Inf,Inf,0.03,276.05,1.67,8.94
"Atlin School","2010","Oct","obs_na",0,0,0,0,31,31,31,0,0,0,0
"Atlin School","2010","Nov","mean",-3.75,-6.73,-0.78,0.51,NA,NA,NA,0.26,348.81,3.32,7.54
"Atlin School","2010","Nov","max",4.16,2.58,6.48,8.8,-Inf,-Inf,-Inf,0.9,68.72,5.2,17.43
"Atlin School","2010","Nov","min",-14.02,-18.88,-8.76,0,Inf,Inf,Inf,0.02,271.13,1.48,2.22
"Atlin School","2010","Nov","obs_na",0,0,0,0,30,30,30,0,0,0,0
"Atlin School","2010","Dec","mean",-15.22,-18.15,-12.82,0.11,NA,NA,NA,0.15,10,2.08,2.31
"Atlin School","2010","Dec","max",1.9,-3.42,3.33,3.2,-Inf,-Inf,-Inf,0.86,86.57,6.68,7.43
"Atlin School","2010","Dec","min",-24.24,-27.58,-20.6,0,Inf,Inf,Inf,0,276.86,0.56,0.86
"Atlin School","2010","Dec","obs_na",0,0,0,0,31,31,31,0,0,0,0
"Atlin School","2011","Jan","mean",-13.07,-16.73,-9.5,0.02,NA,NA,NA,0.19,12.92,2.73,6.02
"Atlin School","2011","Jan","max",0.54,-0.17,3.09,0.2,-Inf,-Inf,-Inf,0.67,88.85,5.2,15.03
"Atlin School","2011","Jan","min",-30.27,-33.61,-26.14,0,Inf,Inf,Inf,0.01,285.34,0.93,1.96
"Atlin School","2011","Jan","obs_na",0,0,0,0,31,31,31,0,0,0,0
"Atlin School","2011","Feb","mean",-11.96,-16.98,-7.23,0.68,NA,NA,NA,0.41,12.04,3.75,18.76
"Atlin School","2011","Feb","max",3.26,1.18,5.85,11.2,-Inf,-Inf,-Inf,1.17,88.31,7.42,38.53
"Atlin School","2011","Feb","min",-26.98,-31.85,-20.45,0,Inf,Inf,Inf,0.04,313.12,1.86,9.52
"Atlin School","2011","Feb","obs_na",0,0,0,0,28,28,28,0,0,0,0
"Atlin School","2011","Mar","mean",-10.61,-16.16,-4,0.05,NA,NA,NA,0.34,27.7,3.2,50.56
"Atlin School","2011","Mar","max",2.08,-2.25,8.07,0.6,-Inf,-Inf,-Inf,0.56,88.85,4.82,91.55
"Atlin School","2011","Mar","min",-22.16,-28.73,-15.35,0,Inf,Inf,Inf,0.22,271.07,2.04,26.4
"Atlin School","2011","Mar","obs_na",0,0,0,0,31,31,31,0,0,0,0
"Atlin School","2011","Apr","mean",0.76,-3.7,5.55,0,NA,NA,NA,0.52,15.79,4.43,92.52
"Atlin School","2011","Apr","max",4.76,1.24,10.15,0,-Inf,-Inf,-Inf,1.02,68.21,7.79,139.37
"Atlin School","2011","Apr","min",-3.14,-9.47,2.26,0,Inf,Inf,Inf,0.29,287.1,2.97,50.68
"Atlin School","2011","Apr","obs_na",0,0,0,0,30,30,30,0,0,0,0
"Atlin School","2011","May","mean",7.57,1.95,13.36,0.62,NA,NA,NA,0.47,32.08,4.05,111.12
"Atlin School","2011","May","max",16.43,7.65,25.07,7.6,-Inf,-Inf,-Inf,0.63,89.44,5.75,178.01
"Atlin School","2011","May","min",1.73,-3.27,3.46,0,Inf,Inf,Inf,0.15,274.77,2.04,35.77
"Atlin School","2011","May","obs_na",0,0,0,0,31,31,31,0,0,0,0
"Atlin School","2011","Jun","mean",11.32,5.17,17.03,0.28,NA,NA,NA,0.47,39.79,3.92,106.7
"Atlin School","2011","Jun","max",15.7,9.09,23.93,3.6,-Inf,-Inf,-Inf,0.67,86.39,5.2,166.13
"Atlin School","2011","Jun","min",8.23,0.47,11.35,0,Inf,Inf,Inf,0.24,274.35,2.78,68.54
"Atlin School","2011","Jun","obs_na",0,0,0,0,30,30,30,0,0,0,0
"Atlin School","2011","Jul","mean",12.97,7.62,18.24,0.1,NA,62.17,4.89,0.44,31.98,3.9,101.78
"Atlin School","2011","Jul","max",18.57,11.9,27.38,1.4,-Inf,65.56,5.69,0.6,87.1,5.57,142.49
"Atlin School","2011","Jul","min",9.54,1.99,12.82,0,Inf,58.71,4.08,0.23,274.2,2.6,57.02
"Atlin School","2011","Jul","obs_na",0,0,0,0,31,27,27,0,0,0,0
"Atlin School","2011","Aug","mean",10.12,6.12,14.55,1.24,NA,74.13,5.16,0.33,16.95,3.54,68.27
"Atlin School","2011","Aug","max",13.56,10.96,18.81,7,-Inf,93.93,10.88,0.56,62.59,5.01,115.56
"Atlin School","2011","Aug","min",7.49,1.86,10.22,0,Inf,52.43,1.63,0.06,285.07,2.23,31.14
"Atlin School","2011","Aug","obs_na",0,0,0,0,31,0,0,0,0,0,0
"Atlin School","2011","Sep","mean",6.39,2.5,10.5,1.56,NA,79.67,2.74,0.32,24.25,3.58,43.79
"Atlin School","2011","Sep","max",11.13,7.73,15.64,8.4,-Inf,95.43,7.36,0.74,86.58,5.75,80.24
"Atlin School","2011","Sep","min",1.04,-1.76,3.81,0,Inf,62.86,-0.8,0.06,341.74,2.04,19.57
"Atlin School","2011","Sep","obs_na",0,0,0,0,30,0,0,0,0,0,0
"Atlin School","2011","Oct","mean",2.28,-0.57,5.71,0.46,NA,79.64,-1.22,0.32,13.17,3.63,23.38
"Atlin School","2011","Oct","max",5.6,3.76,9.27,5,-Inf,97.49,2.74,0.83,82.07,6.31,45.24
"Atlin School","2011","Oct","min",-1.3,-3.94,1.64,0,Inf,65,-4.12,0.04,301.31,1.67,10.97
"Atlin School","2011","Oct","obs_na",0,0,0,0,31,0,0,0,0,0,0
"Atlin School","2011","Nov","mean",-8.76,-12.41,-5.75,0.02,NA,82.79,-11.41,0.23,10.19,2.81,6.83
"Atlin School","2011","Nov","max",3.49,0.51,4.52,0.6,-Inf,94.79,-1.26,0.94,87.45,6.12,18.58
"Atlin School","2011","Nov","min",-23.92,-28.7,-21.17,0,Inf,64.79,-26.43,0,284.4,0.37,2.12
"Atlin School","2011","Nov","obs_na",0,0,0,0,30,0,0,0,0,0,0
"Atlin School","2011","Dec","mean",-3.24,-6.88,-0.09,0.6,NA,77.63,-6.87,0.51,2.25,4.88,4.22
"Atlin School","2011","Dec","max",3.59,-0.79,9.09,7.2,-Inf,93.18,-0.35,1.33,87.27,9.28,6.65
"Atlin School","2011","Dec","min",-11.52,-15.26,-7.79,0,Inf,62.17,-14.8,0,277.46,0,1.03
"Atlin School","2011","Dec","obs_na",0,0,0,0,31,0,0,0,0,0,0
"Atlin School","2012","Jan","mean",-13.45,-17.52,-9.25,0,NA,81.6,-16.12,0.31,359.44,3.41,5.34
"Atlin School","2012","Jan","max",0.81,-0.05,1.98,0,-Inf,94.2,-1.08,0.94,75.88,7.24,11.44
