"Site","WS","gseason","WD","n"
"Hudson Bay Mountain","(-Inf,3]","Winter","120",48
"Hudson Bay Mountain","(-Inf,3]","Winter","150",53
"Hudson Bay Mountain","(-Inf,3]","Winter","180",64
"Hudson Bay Mountain","(-Inf,3]","Winter","210",47
"Hudson Bay Mountain","(-Inf,3]","Winter","240",21
"Hudson Bay Mountain","(-Inf,3]","Winter","270",40
"Hudson Bay Mountain","(-Inf,3]","Winter","300",29
"Hudson Bay Mountain","(-Inf,3]","Winter","330",16
"Kluskus","(9, Inf]","Summer","0",54
"Kluskus","(9, Inf]","Summer","30",50
"Kluskus","(9, Inf]","Summer","60",16
"Kluskus","(9, Inf]","Summer","90",3
"Kluskus","(9, Inf]","Summer","150",3
"Kluskus","(9, Inf]","Summer","180",7
"Kluskus","(9, Inf]","Summer","210",73
"Kluskus","(9, Inf]","Summer","240",138
"Kluskus","(9, Inf]","Summer","270",14
"Kluskus","(9, Inf]","Summer","300",2
"Kluskus","(9, Inf]","Summer","330",3
"Kluskus","(9, Inf]","Winter","0",102
"Kluskus","(9, Inf]","Winter","30",24
"Kluskus","(9, Inf]","Winter","60",6
"Kluskus","(9, Inf]","Winter","120",1
"Kluskus","(9, Inf]","Winter","150",10
"Kluskus","(9, Inf]","Winter","180",57
"Kluskus","(9, Inf]","Winter","210",568
"Kluskus","(9, Inf]","Winter","240",416
"Kluskus","(9, Inf]","Winter","270",9
"Kluskus","(9, Inf]","Winter","300",2
"Kluskus","(9, Inf]","Winter","330",4
"Kluskus","(6,9]","Summer","0",309
"Kluskus","(6,9]","Summer","30",131
"Kluskus","(6,9]","Summer","60",81
"Kluskus","(6,9]","Summer","90",33
"Kluskus","(6,9]","Summer","120",23
"Kluskus","(6,9]","Summer","150",50
"Kluskus","(6,9]","Summer","180",94
"Kluskus","(6,9]","Summer","210",331
"Kluskus","(6,9]","Summer","240",772
"Kluskus","(6,9]","Summer","270",257
"Kluskus","(6,9]","Summer","300",65
"Kluskus","(6,9]","Summer","330",103
"Kluskus","(6,9]","Winter","0",299
"Kluskus","(6,9]","Winter","30",110
"Kluskus","(6,9]","Winter","60",32
"Kluskus","(6,9]","Winter","90",19
"Kluskus","(6,9]","Winter","120",25
"Kluskus","(6,9]","Winter","150",176
"Kluskus","(6,9]","Winter","180",229
"Kluskus","(6,9]","Winter","210",634
"Kluskus","(6,9]","Winter","240",447
"Kluskus","(6,9]","Winter","270",65
"Kluskus","(6,9]","Winter","300",27
"Kluskus","(6,9]","Winter","330",50
"Kluskus","(3,6]","Summer","0",326
"Kluskus","(3,6]","Summer","30",242
"Kluskus","(3,6]","Summer","60",336
"Kluskus","(3,6]","Summer","90",167
"Kluskus","(3,6]","Summer","120",116
"Kluskus","(3,6]","Summer","150",168
"Kluskus","(3,6]","Summer","180",223
"Kluskus","(3,6]","Summer","210",343
"Kluskus","(3,6]","Summer","240",517
"Kluskus","(3,6]","Summer","270",265
"Kluskus","(3,6]","Summer","300",134
"Kluskus","(3,6]","Summer","330",161
"Kluskus","(3,6]","Winter","0",389
"Kluskus","(3,6]","Winter","30",184
"Kluskus","(3,6]","Winter","60",197
"Kluskus","(3,6]","Winter","90",179
"Kluskus","(3,6]","Winter","120",206
"Kluskus","(3,6]","Winter","150",408
"Kluskus","(3,6]","Winter","180",345
"Kluskus","(3,6]","Winter","210",423
"Kluskus","(3,6]","Winter","240",266
"Kluskus","(3,6]","Winter","270",97
"Kluskus","(3,6]","Winter","300",43
"Kluskus","(3,6]","Winter","330",87
"Kluskus","(-Inf,3]","Summer","0",782
"Kluskus","(-Inf,3]","Summer","30",628
"Kluskus","(-Inf,3]","Summer","60",565
"Kluskus","(-Inf,3]","Summer","90",408
"Kluskus","(-Inf,3]","Summer","120",495
"Kluskus","(-Inf,3]","Summer","150",672
"Kluskus","(-Inf,3]","Summer","180",787
"Kluskus","(-Inf,3]","Summer","210",719
"Kluskus","(-Inf,3]","Summer","240",549
"Kluskus","(-Inf,3]","Summer","270",272
"Kluskus","(-Inf,3]","Summer","300",225
"Kluskus","(-Inf,3]","Summer","330",402
"Kluskus","(-Inf,3]","Winter","0",1021
"Kluskus","(-Inf,3]","Winter","30",689
"Kluskus","(-Inf,3]","Winter","60",646
"Kluskus","(-Inf,3]","Winter","90",776
"Kluskus","(-Inf,3]","Winter","120",1189
"Kluskus","(-Inf,3]","Winter","150",1252
"Kluskus","(-Inf,3]","Winter","180",1164
"Kluskus","(-Inf,3]","Winter","210",1162
"Kluskus","(-Inf,3]","Winter","240",562
"Kluskus","(-Inf,3]","Winter","270",190
"Kluskus","(-Inf,3]","Winter","300",174
"Kluskus","(-Inf,3]","Winter","330",354
"Mackenzie Junction","(9, Inf]","Summer","0",211
"Mackenzie Junction","(9, Inf]","Summer","30",169
"Mackenzie Junction","(9, Inf]","Summer","60",346
"Mackenzie Junction","(9, Inf]","Summer","90",452
"Mackenzie Junction","(9, Inf]","Summer","120",600
"Mackenzie Junction","(9, Inf]","Summer","150",936
"Mackenzie Junction","(9, Inf]","Summer","180",289
"Mackenzie Junction","(9, Inf]","Summer","210",183
"Mackenzie Junction","(9, Inf]","Summer","240",169
"Mackenzie Junction","(9, Inf]","Summer","270",366
"Mackenzie Junction","(9, Inf]","Summer","300",250
"Mackenzie Junction","(9, Inf]","Summer","330",113
"Mackenzie Junction","(9, Inf]","Winter","0",155
"Mackenzie Junction","(9, Inf]","Winter","30",73
"Mackenzie Junction","(9, Inf]","Winter","60",820
"Mackenzie Junction","(9, Inf]","Winter","90",821
"Mackenzie Junction","(9, Inf]","Winter","120",413
"Mackenzie Junction","(9, Inf]","Winter","150",505
"Mackenzie Junction","(9, Inf]","Winter","180",110
"Mackenzie Junction","(9, Inf]","Winter","210",79
"Mackenzie Junction","(9, Inf]","Winter","240",133
"Mackenzie Junction","(9, Inf]","Winter","270",899
"Mackenzie Junction","(9, Inf]","Winter","300",392
"Mackenzie Junction","(9, Inf]","Winter","330",177
"Mackenzie Junction","(6,9]","Summer","0",202
"Mackenzie Junction","(6,9]","Summer","30",185
"Mackenzie Junction","(6,9]","Summer","60",1126
"Mackenzie Junction","(6,9]","Summer","90",1781
"Mackenzie Junction","(6,9]","Summer","120",1001
"Mackenzie Junction","(6,9]","Summer","150",1062
"Mackenzie Junction","(6,9]","Summer","180",553
"Mackenzie Junction","(6,9]","Summer","210",374
"Mackenzie Junction","(6,9]","Summer","240",466
"Mackenzie Junction","(6,9]","Summer","270",905
"Mackenzie Junction","(6,9]","Summer","300",391
"Mackenzie Junction","(6,9]","Summer","330",166
"Mackenzie Junction","(6,9]","Winter","0",106
"Mackenzie Junction","(6,9]","Winter","30",87
"Mackenzie Junction","(6,9]","Winter","60",1774
"Mackenzie Junction","(6,9]","Winter","90",2288
"Mackenzie Junction","(6,9]","Winter","120",759
"Mackenzie Junction","(6,9]","Winter","150",518
"Mackenzie Junction","(6,9]","Winter","180",158
"Mackenzie Junction","(6,9]","Winter","210",124
"Mackenzie Junction","(6,9]","Winter","240",317
"Mackenzie Junction","(6,9]","Winter","270",1138
"Mackenzie Junction","(6,9]","Winter","300",483
"Mackenzie Junction","(6,9]","Winter","330",158
"Mackenzie Junction","(3,6]","Summer","0",164
"Mackenzie Junction","(3,6]","Summer","30",175
"Mackenzie Junction","(3,6]","Summer","60",1399
"Mackenzie Junction","(3,6]","Summer","90",2921
"Mackenzie Junction","(3,6]","Summer","120",1090
"Mackenzie Junction","(3,6]","Summer","150",614
"Mackenzie Junction","(3,6]","Summer","180",452
"Mackenzie Junction","(3,6]","Summer","210",403
"Mackenzie Junction","(3,6]","Summer","240",561
"Mackenzie Junction","(3,6]","Summer","270",646
"Mackenzie Junction","(3,6]","Summer","300",338
"Mackenzie Junction","(3,6]","Summer","330",137
"Mackenzie Junction","(3,6]","Winter","0",62
"Mackenzie Junction","(3,6]","Winter","30",84
"Mackenzie Junction","(3,6]","Winter","60",1555
"Mackenzie Junction","(3,6]","Winter","90",3007
"Mackenzie Junction","(3,6]","Winter","120",1040
"Mackenzie Junction","(3,6]","Winter","150",358
"Mackenzie Junction","(3,6]","Winter","180",235
"Mackenzie Junction","(3,6]","Winter","210",153
"Mackenzie Junction","(3,6]","Winter","240",606
"Mackenzie Junction","(3,6]","Winter","270",1064
"Mackenzie Junction","(3,6]","Winter","300",374
"Mackenzie Junction","(3,6]","Winter","330",145
"Mackenzie Junction","(-Inf,3]","Summer","0",330
"Mackenzie Junction","(-Inf,3]","Summer","30",675
"Mackenzie Junction","(-Inf,3]","Summer","60",2110
"Mackenzie Junction","(-Inf,3]","Summer","90",2640
"Mackenzie Junction","(-Inf,3]","Summer","120",1025
"Mackenzie Junction","(-Inf,3]","Summer","150",452
"Mackenzie Junction","(-Inf,3]","Summer","180",294
"Mackenzie Junction","(-Inf,3]","Summer","210",346
"Mackenzie Junction","(-Inf,3]","Summer","240",484
"Mackenzie Junction","(-Inf,3]","Summer","270",578
"Mackenzie Junction","(-Inf,3]","Summer","300",313
"Mackenzie Junction","(-Inf,3]","Summer","330",218
"Mackenzie Junction","(-Inf,3]","Winter","0",332
"Mackenzie Junction","(-Inf,3]","Winter","30",702
"Mackenzie Junction","(-Inf,3]","Winter","60",2527
"Mackenzie Junction","(-Inf,3]","Winter","90",3937
"Mackenzie Junction","(-Inf,3]","Winter","120",2191
"Mackenzie Junction","(-Inf,3]","Winter","150",986
"Mackenzie Junction","(-Inf,3]","Winter","180",757
"Mackenzie Junction","(-Inf,3]","Winter","210",910
"Mackenzie Junction","(-Inf,3]","Winter","240",1818
"Mackenzie Junction","(-Inf,3]","Winter","270",1930
"Mackenzie Junction","(-Inf,3]","Winter","300",669
"Mackenzie Junction","(-Inf,3]","Winter","330",309
"McBride Peak","(9, Inf]","Summer","0",297
"McBride Peak","(9, Inf]","Summer","30",280
"McBride Peak","(9, Inf]","Summer","60",116
"McBride Peak","(9, Inf]","Summer","90",746
"McBride Peak","(9, Inf]","Summer","120",1276
"McBride Peak","(9, Inf]","Summer","150",817
"McBride Peak","(9, Inf]","Summer","180",395
"McBride Peak","(9, Inf]","Summer","210",478
"McBride Peak","(9, Inf]","Summer","240",529
"McBride Peak","(9, Inf]","Summer","270",482
"McBride Peak","(9, Inf]","Summer","300",754
"McBride Peak","(9, Inf]","Summer","330",871
"McBride Peak","(9, Inf]","Winter","0",410
"McBride Peak","(9, Inf]","Winter","30",504
"McBride Peak","(9, Inf]","Winter","60",181
"McBride Peak","(9, Inf]","Winter","90",1275
"McBride Peak","(9, Inf]","Winter","120",2212
"McBride Peak","(9, Inf]","Winter","150",1244
"McBride Peak","(9, Inf]","Winter","180",254
"McBride Peak","(9, Inf]","Winter","210",457
"McBride Peak","(9, Inf]","Winter","240",915
"McBride Peak","(9, Inf]","Winter","270",242
"McBride Peak","(9, Inf]","Winter","300",385
"McBride Peak","(9, Inf]","Winter","330",632
"McBride Peak","(6,9]","Summer","0",76
"McBride Peak","(6,9]","Summer","30",53
"McBride Peak","(6,9]","Summer","60",43
"McBride Peak","(6,9]","Summer","90",81
"McBride Peak","(6,9]","Summer","120",96
"McBride Peak","(6,9]","Summer","150",120
"McBride Peak","(6,9]","Summer","180",115
"McBride Peak","(6,9]","Summer","210",124
"McBride Peak","(6,9]","Summer","240",178
"McBride Peak","(6,9]","Summer","270",189
"McBride Peak","(6,9]","Summer","300",133
"McBride Peak","(6,9]","Summer","330",90
"McBride Peak","(6,9]","Winter","0",72
"McBride Peak","(6,9]","Winter","30",39
"McBride Peak","(6,9]","Winter","60",52
"McBride Peak","(6,9]","Winter","90",112
"McBride Peak","(6,9]","Winter","120",136
"McBride Peak","(6,9]","Winter","150",119
"McBride Peak","(6,9]","Winter","180",50
"McBride Peak","(6,9]","Winter","210",72
"McBride Peak","(6,9]","Winter","240",89
"McBride Peak","(6,9]","Winter","270",81
"McBride Peak","(6,9]","Winter","300",62
"McBride Peak","(6,9]","Winter","330",82
"McBride Peak","(3,6]","Summer","0",67
"McBride Peak","(3,6]","Summer","30",72
"McBride Peak","(3,6]","Summer","60",44
"McBride Peak","(3,6]","Summer","90",78
"McBride Peak","(3,6]","Summer","120",56
"McBride Peak","(3,6]","Summer","150",55
"McBride Peak","(3,6]","Summer","180",52
"McBride Peak","(3,6]","Summer","210",53
"McBride Peak","(3,6]","Summer","240",76
"McBride Peak","(3,6]","Summer","270",140
"McBride Peak","(3,6]","Summer","300",90
"McBride Peak","(3,6]","Summer","330",87
"McBride Peak","(3,6]","Winter","0",87
"McBride Peak","(3,6]","Winter","30",47
"McBride Peak","(3,6]","Winter","60",48
"McBride Peak","(3,6]","Winter","90",69
"McBride Peak","(3,6]","Winter","120",70
"McBride Peak","(3,6]","Winter","150",67
"McBride Peak","(3,6]","Winter","180",47
"McBride Peak","(3,6]","Winter","210",38
"McBride Peak","(3,6]","Winter","240",73
"McBride Peak","(3,6]","Winter","270",67
"McBride Peak","(3,6]","Winter","300",61
"McBride Peak","(3,6]","Winter","330",74
"McBride Peak","(-Inf,3]","Summer","0",42
"McBride Peak","(-Inf,3]","Summer","30",44
"McBride Peak","(-Inf,3]","Summer","60",57
"McBride Peak","(-Inf,3]","Summer","90",53
"McBride Peak","(-Inf,3]","Summer","120",52
"McBride Peak","(-Inf,3]","Summer","150",31
"McBride Peak","(-Inf,3]","Summer","180",40
"McBride Peak","(-Inf,3]","Summer","210",20
"McBride Peak","(-Inf,3]","Summer","240",43
"McBride Peak","(-Inf,3]","Summer","270",41
"McBride Peak","(-Inf,3]","Summer","300",36
"McBride Peak","(-Inf,3]","Summer","330",46
"McBride Peak","(-Inf,3]","Winter","0",138
"McBride Peak","(-Inf,3]","Winter","30",175
"McBride Peak","(-Inf,3]","Winter","60",217
"McBride Peak","(-Inf,3]","Winter","90",543
"McBride Peak","(-Inf,3]","Winter","120",411
"McBride Peak","(-Inf,3]","Winter","150",151
"McBride Peak","(-Inf,3]","Winter","180",143
"McBride Peak","(-Inf,3]","Winter","210",201
"McBride Peak","(-Inf,3]","Winter","240",449
"McBride Peak","(-Inf,3]","Winter","270",253
"McBride Peak","(-Inf,3]","Winter","300",205
"McBride Peak","(-Inf,3]","Winter","330",177
"Middlefork Creek","(9, Inf]","Summer","0",7
"Middlefork Creek","(9, Inf]","Summer","30",15
"Middlefork Creek","(9, Inf]","Summer","60",98
"Middlefork Creek","(9, Inf]","Summer","90",1374
"Middlefork Creek","(9, Inf]","Summer","120",140
"Middlefork Creek","(9, Inf]","Summer","150",58
"Middlefork Creek","(9, Inf]","Summer","180",130
"Middlefork Creek","(9, Inf]","Summer","210",346
"Middlefork Creek","(9, Inf]","Summer","240",568
"Middlefork Creek","(9, Inf]","Summer","270",1218
"Middlefork Creek","(9, Inf]","Summer","300",499
"Middlefork Creek","(9, Inf]","Summer","330",16
"Middlefork Creek","(9, Inf]","Winter","0",1
"Middlefork Creek","(9, Inf]","Winter","30",3
"Middlefork Creek","(9, Inf]","Winter","60",306
"Middlefork Creek","(9, Inf]","Winter","90",2936
"Middlefork Creek","(9, Inf]","Winter","120",238
"Middlefork Creek","(9, Inf]","Winter","150",69
"Middlefork Creek","(9, Inf]","Winter","180",109
"Middlefork Creek","(9, Inf]","Winter","210",205
"Middlefork Creek","(9, Inf]","Winter","240",387
"Middlefork Creek","(9, Inf]","Winter","270",2158
"Middlefork Creek","(9, Inf]","Winter","300",972
"Middlefork Creek","(9, Inf]","Winter","330",8
"Middlefork Creek","(6,9]","Summer","0",72
"Middlefork Creek","(6,9]","Summer","30",128
"Middlefork Creek","(6,9]","Summer","60",574
"Middlefork Creek","(6,9]","Summer","90",1635
"Middlefork Creek","(6,9]","Summer","120",348
"Middlefork Creek","(6,9]","Summer","150",180
"Middlefork Creek","(6,9]","Summer","180",226
"Middlefork Creek","(6,9]","Summer","210",379
"Middlefork Creek","(6,9]","Summer","240",443
"Middlefork Creek","(6,9]","Summer","270",1335
"Middlefork Creek","(6,9]","Summer","300",904
"Middlefork Creek","(6,9]","Summer","330",182
"Middlefork Creek","(6,9]","Winter","0",15
"Middlefork Creek","(6,9]","Winter","30",60
"Middlefork Creek","(6,9]","Winter","60",569
"Middlefork Creek","(6,9]","Winter","90",2265
"Middlefork Creek","(6,9]","Winter","120",333
"Middlefork Creek","(6,9]","Winter","150",127
"Middlefork Creek","(6,9]","Winter","180",143
"Middlefork Creek","(6,9]","Winter","210",184
"Middlefork Creek","(6,9]","Winter","240",210
"Middlefork Creek","(6,9]","Winter","270",1562
"Middlefork Creek","(6,9]","Winter","300",1009
"Middlefork Creek","(6,9]","Winter","330",70
"Middlefork Creek","(3,6]","Summer","0",141
"Middlefork Creek","(3,6]","Summer","30",273
"Middlefork Creek","(3,6]","Summer","60",857
"Middlefork Creek","(3,6]","Summer","90",1227
"Middlefork Creek","(3,6]","Summer","120",281
"Middlefork Creek","(3,6]","Summer","150",190
"Middlefork Creek","(3,6]","Summer","180",200
"Middlefork Creek","(3,6]","Summer","210",228
"Middlefork Creek","(3,6]","Summer","240",375
"Middlefork Creek","(3,6]","Summer","270",1173
"Middlefork Creek","(3,6]","Summer","300",741
"Middlefork Creek","(3,6]","Summer","330",326
"Middlefork Creek","(3,6]","Winter","0",87
"Middlefork Creek","(3,6]","Winter","30",170
"Middlefork Creek","(3,6]","Winter","60",908
"Middlefork Creek","(3,6]","Winter","90",1716
"Middlefork Creek","(3,6]","Winter","120",331
"Middlefork Creek","(3,6]","Winter","150",124
"Middlefork Creek","(3,6]","Winter","180",104
"Middlefork Creek","(3,6]","Winter","210",138
"Middlefork Creek","(3,6]","Winter","240",237
"Middlefork Creek","(3,6]","Winter","270",1510
"Middlefork Creek","(3,6]","Winter","300",1110
"Middlefork Creek","(3,6]","Winter","330",133
"Middlefork Creek","(-Inf,3]","Summer","0",640
"Middlefork Creek","(-Inf,3]","Summer","30",747
"Middlefork Creek","(-Inf,3]","Summer","60",1458
"Middlefork Creek","(-Inf,3]","Summer","90",1352
"Middlefork Creek","(-Inf,3]","Summer","120",431
"Middlefork Creek","(-Inf,3]","Summer","150",219
"Middlefork Creek","(-Inf,3]","Summer","180",173
"Middlefork Creek","(-Inf,3]","Summer","210",368
"Middlefork Creek","(-Inf,3]","Summer","240",1065
"Middlefork Creek","(-Inf,3]","Summer","270",3273
"Middlefork Creek","(-Inf,3]","Summer","300",3876
"Middlefork Creek","(-Inf,3]","Summer","330",1486
"Middlefork Creek","(-Inf,3]","Winter","0",589
"Middlefork Creek","(-Inf,3]","Winter","30",797
"Middlefork Creek","(-Inf,3]","Winter","60",2651
"Middlefork Creek","(-Inf,3]","Winter","90",3242
"Middlefork Creek","(-Inf,3]","Winter","120",926
"Middlefork Creek","(-Inf,3]","Winter","150",358
"Middlefork Creek","(-Inf,3]","Winter","180",263
"Middlefork Creek","(-Inf,3]","Winter","210",400
"Middlefork Creek","(-Inf,3]","Winter","240",1478
"Middlefork Creek","(-Inf,3]","Winter","270",7100
"Middlefork Creek","(-Inf,3]","Winter","300",7481
"Middlefork Creek","(-Inf,3]","Winter","330",1465
"Nonda","(9, Inf]","Summer","0",117
"Nonda","(9, Inf]","Summer","30",122
"Nonda","(9, Inf]","Summer","60",484
"Nonda","(9, Inf]","Summer","90",369
"Nonda","(9, Inf]","Summer","120",559
"Nonda","(9, Inf]","Summer","150",1088
"Nonda","(9, Inf]","Summer","180",511
"Nonda","(9, Inf]","Summer","210",1038
"Nonda","(9, Inf]","Summer","240",3441
"Nonda","(9, Inf]","Summer","270",3033
"Nonda","(9, Inf]","Summer","300",570
"Nonda","(9, Inf]","Summer","330",773
"Nonda","(9, Inf]","Winter","0",47
"Nonda","(9, Inf]","Winter","30",53
"Nonda","(9, Inf]","Winter","60",166
"Nonda","(9, Inf]","Winter","90",191
"Nonda","(9, Inf]","Winter","120",806
"Nonda","(9, Inf]","Winter","150",2169
"Nonda","(9, Inf]","Winter","180",1167
"Nonda","(9, Inf]","Winter","210",2074
"Nonda","(9, Inf]","Winter","240",4282
"Nonda","(9, Inf]","Winter","270",2271
"Nonda","(9, Inf]","Winter","300",359
"Nonda","(9, Inf]","Winter","330",537
"Nonda","(6,9]","Summer","0",86
"Nonda","(6,9]","Summer","30",90
"Nonda","(6,9]","Summer","60",102
"Nonda","(6,9]","Summer","90",107
"Nonda","(6,9]","Summer","120",146
"Nonda","(6,9]","Summer","150",351
"Nonda","(6,9]","Summer","180",149
"Nonda","(6,9]","Summer","210",112
"Nonda","(6,9]","Summer","240",192
"Nonda","(6,9]","Summer","270",181
"Nonda","(6,9]","Summer","300",88
"Nonda","(6,9]","Summer","330",106
"Nonda","(6,9]","Winter","0",24
"Nonda","(6,9]","Winter","30",36
"Nonda","(6,9]","Winter","60",38
"Nonda","(6,9]","Winter","90",66
"Nonda","(6,9]","Winter","120",251
"Nonda","(6,9]","Winter","150",613
"Nonda","(6,9]","Winter","180",281
"Nonda","(6,9]","Winter","210",171
"Nonda","(6,9]","Winter","240",318
"Nonda","(6,9]","Winter","270",213
"Nonda","(6,9]","Winter","300",105
"Nonda","(6,9]","Winter","330",120
"Nonda","(3,6]","Summer","0",50
"Nonda","(3,6]","Summer","30",50
"Nonda","(3,6]","Summer","60",63
"Nonda","(3,6]","Summer","90",58
"Nonda","(3,6]","Summer","120",79
"Nonda","(3,6]","Summer","150",156
"Nonda","(3,6]","Summer","180",96
"Nonda","(3,6]","Summer","210",51
"Nonda","(3,6]","Summer","240",134
"Nonda","(3,6]","Summer","270",151
"Nonda","(3,6]","Summer","300",54
"Nonda","(3,6]","Summer","330",69
"Nonda","(3,6]","Winter","0",34
"Nonda","(3,6]","Winter","30",28
"Nonda","(3,6]","Winter","60",39
"Nonda","(3,6]","Winter","90",36
"Nonda","(3,6]","Winter","120",174
"Nonda","(3,6]","Winter","150",327
"Nonda","(3,6]","Winter","180",163
"Nonda","(3,6]","Winter","210",129
"Nonda","(3,6]","Winter","240",263
"Nonda","(3,6]","Winter","270",151
"Nonda","(3,6]","Winter","300",59
"Nonda","(3,6]","Winter","330",69
"Nonda","(-Inf,3]","Summer","0",47
"Nonda","(-Inf,3]","Summer","30",74
"Nonda","(-Inf,3]","Summer","60",101
"Nonda","(-Inf,3]","Summer","90",72
"Nonda","(-Inf,3]","Summer","120",142
"Nonda","(-Inf,3]","Summer","150",319
"Nonda","(-Inf,3]","Summer","180",123
"Nonda","(-Inf,3]","Summer","210",119
"Nonda","(-Inf,3]","Summer","240",293
"Nonda","(-Inf,3]","Summer","270",299
"Nonda","(-Inf,3]","Summer","300",130
"Nonda","(-Inf,3]","Summer","330",164
"Nonda","(-Inf,3]","Winter","0",52
"Nonda","(-Inf,3]","Winter","30",66
"Nonda","(-Inf,3]","Winter","60",93
"Nonda","(-Inf,3]","Winter","90",112
"Nonda","(-Inf,3]","Winter","120",410
"Nonda","(-Inf,3]","Winter","150",869
"Nonda","(-Inf,3]","Winter","180",292
"Nonda","(-Inf,3]","Winter","210",289
"Nonda","(-Inf,3]","Winter","240",457
"Nonda","(-Inf,3]","Winter","270",256
"Nonda","(-Inf,3]","Winter","300",173
"Nonda","(-Inf,3]","Winter","330",209
"Pink Mountain","(9, Inf]","Summer","0",252
"Pink Mountain","(9, Inf]","Summer","30",338
"Pink Mountain","(9, Inf]","Summer","60",362
"Pink Mountain","(9, Inf]","Summer","90",275
"Pink Mountain","(9, Inf]","Summer","120",318
"Pink Mountain","(9, Inf]","Summer","150",172
"Pink Mountain","(9, Inf]","Summer","180",246
"Pink Mountain","(9, Inf]","Summer","210",745
"Pink Mountain","(9, Inf]","Summer","240",1256
"Pink Mountain","(9, Inf]","Summer","270",540
"Pink Mountain","(9, Inf]","Summer","300",315
"Pink Mountain","(9, Inf]","Summer","330",287
"Pink Mountain","(9, Inf]","Winter","0",340
"Pink Mountain","(9, Inf]","Winter","30",330
"Pink Mountain","(9, Inf]","Winter","60",238
"Pink Mountain","(9, Inf]","Winter","90",134
"Pink Mountain","(9, Inf]","Winter","120",111
"Pink Mountain","(9, Inf]","Winter","150",135
"Pink Mountain","(9, Inf]","Winter","180",132
"Pink Mountain","(9, Inf]","Winter","210",385
"Pink Mountain","(9, Inf]","Winter","240",1684
"Pink Mountain","(9, Inf]","Winter","270",634
"Pink Mountain","(9, Inf]","Winter","300",273
"Pink Mountain","(9, Inf]","Winter","330",393
"Pink Mountain","(6,9]","Summer","0",50
"Pink Mountain","(6,9]","Summer","30",79
"Pink Mountain","(6,9]","Summer","60",71
"Pink Mountain","(6,9]","Summer","90",39
"Pink Mountain","(6,9]","Summer","120",41
"Pink Mountain","(6,9]","Summer","150",25
"Pink Mountain","(6,9]","Summer","180",33
"Pink Mountain","(6,9]","Summer","210",71
"Pink Mountain","(6,9]","Summer","240",114
"Pink Mountain","(6,9]","Summer","270",82
"Pink Mountain","(6,9]","Summer","300",27
"Pink Mountain","(6,9]","Summer","330",37
"Pink Mountain","(6,9]","Winter","0",33
"Pink Mountain","(6,9]","Winter","30",38
"Pink Mountain","(6,9]","Winter","60",49
"Pink Mountain","(6,9]","Winter","90",21
"Pink Mountain","(6,9]","Winter","120",13
"Pink Mountain","(6,9]","Winter","150",19
"Pink Mountain","(6,9]","Winter","180",16
"Pink Mountain","(6,9]","Winter","210",33
"Pink Mountain","(6,9]","Winter","240",80
"Pink Mountain","(6,9]","Winter","270",63
"Pink Mountain","(6,9]","Winter","300",31
"Pink Mountain","(6,9]","Winter","330",35
"Pink Mountain","(3,6]","Summer","0",15
"Pink Mountain","(3,6]","Summer","30",30
"Pink Mountain","(3,6]","Summer","60",29
"Pink Mountain","(3,6]","Summer","90",22
"Pink Mountain","(3,6]","Summer","120",15
"Pink Mountain","(3,6]","Summer","150",14
"Pink Mountain","(3,6]","Summer","180",14
"Pink Mountain","(3,6]","Summer","210",36
"Pink Mountain","(3,6]","Summer","240",45
"Pink Mountain","(3,6]","Summer","270",51
"Pink Mountain","(3,6]","Summer","300",24
"Pink Mountain","(3,6]","Summer","330",19
"Pink Mountain","(3,6]","Winter","0",24
"Pink Mountain","(3,6]","Winter","30",21
"Pink Mountain","(3,6]","Winter","60",25
"Pink Mountain","(3,6]","Winter","90",22
"Pink Mountain","(3,6]","Winter","120",20
"Pink Mountain","(3,6]","Winter","150",17
"Pink Mountain","(3,6]","Winter","180",23
"Pink Mountain","(3,6]","Winter","210",33
"Pink Mountain","(3,6]","Winter","240",50
"Pink Mountain","(3,6]","Winter","270",65
"Pink Mountain","(3,6]","Winter","300",26
"Pink Mountain","(3,6]","Winter","330",32
"Pink Mountain","(-Inf,3]","Summer","0",31
"Pink Mountain","(-Inf,3]","Summer","30",6
"Pink Mountain","(-Inf,3]","Summer","60",7
"Pink Mountain","(-Inf,3]","Summer","90",7
"Pink Mountain","(-Inf,3]","Summer","120",8
"Pink Mountain","(-Inf,3]","Summer","150",9
"Pink Mountain","(-Inf,3]","Summer","180",12
"Pink Mountain","(-Inf,3]","Summer","210",15
"Pink Mountain","(-Inf,3]","Summer","240",18
"Pink Mountain","(-Inf,3]","Summer","270",26
"Pink Mountain","(-Inf,3]","Summer","300",16
"Pink Mountain","(-Inf,3]","Summer","330",4
"Pink Mountain","(-Inf,3]","Winter","0",11
"Pink Mountain","(-Inf,3]","Winter","30",17
"Pink Mountain","(-Inf,3]","Winter","60",9
"Pink Mountain","(-Inf,3]","Winter","90",11
"Pink Mountain","(-Inf,3]","Winter","120",14
"Pink Mountain","(-Inf,3]","Winter","150",14
"Pink Mountain","(-Inf,3]","Winter","180",36
"Pink Mountain","(-Inf,3]","Winter","210",30
"Pink Mountain","(-Inf,3]","Winter","240",33
"Pink Mountain","(-Inf,3]","Winter","270",29
"Pink Mountain","(-Inf,3]","Winter","300",25
"Pink Mountain","(-Inf,3]","Winter","330",15
"Saxton Lake","(9, Inf]","Summer","0",6
